	ID	kingdom	clade	phylum	class	subclass	order	family	genus	species	region	depth	size_fraction
0	MS-all-SRF-20-180-00_bin-86	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	MS-all	SRF	20-180-00
1	MS-all-SRF-0-8-5-00_bin-16		Sar	Bacillariophyta	Chrysophyceae		Chromulinales	Paraphysomonadaceae	Paraphysomonas	Paraphysomonas bandaiensis	MS-all	SRF	0-8-5-00
2	RS-all-SRF-0-8-5-00_bin-55	Viridiplantae		Chlorophyta	Mamiellophyceae		Dolichomastigales	Pycnococcaceae	Pycnococcus	Pycnococcus provasolii	RS-all	SRF	0-8-5-00
3	IO-all-SRF-0-8-5-00_bin-223		Sar		Dinophyceae		Gonyaulacales	Gonyaulacaceae	Alexandrium	Alexandrium tamarense	IO-all	SRF	0-8-5-00
4	NAO-all-SRF-0-8-5-00_bin-662		Sar	Bacillariophyta	Bacillariophyceae		Bacillariales	Bacillariaceae	Cylindrotheca	Cylindrotheca closterium	NAO-all	SRF	0-8-5-00
5	RS-all-SRF-20-180-00_bin-27	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	RS-all	SRF	20-180-00
6	SPO-SPSG-SRF-0-8-5-00_bin-581		Prymnesiophyceae	Haptista	Haptophyta		Prymnesiales	Prymnesiaceae	Chrysochromulina	Chrysochromulina rotalis	SPO-SPSG	SRF	0-8-5-00
7	SPO-SPSG-SRF-0-8-5-00_bin-565	Metazoa	Opisthokonta	Chordata	Choanoflagellata		Craspedida	Salpingoecidae	Salpingoeca	Salpingoeca rosetta	SPO-SPSG	SRF	0-8-5-00
8	IO-all-SRF-20-180-00_bin-92	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	IO-all	SRF	20-180-00
9	SPO-all-DCM-0-8-5-00_bin-501		Sar	Bacillariophyta	Dictyochophyceae		Florenciellales		Florenciella	Florenciella parvula	SPO-all	DCM	0-8-5-00
10	SPO-all-SRF-20-180-00_bin-188	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	SPO-all	SRF	20-180-00
11	SPO-all-SRF-20-180-00_bin-111	Metazoa	Opisthokonta	Mollusca	Gastropoda	Heterobranchia	Aplysiida	Aplysiidae	Aplysia	Aplysia californica	SPO-all	SRF	20-180-00
12	SPO-SPSG-MES-0-8-5-00_bin-179	Fungi	Opisthokonta	Ascomycota	Leotiomycetes		Helotiales	Mollisiaceae	Rhynchosporium	Rhynchosporium commune	SPO-SPSG	MES	0-8-5-00
13	NAO-all-DCM-0-8-5-00_bin-110	Viridiplantae		Chlorophyta	Mamiellophyceae		Mamiellales	Bathycoccaceae	Ostreococcus	Ostreococcus sp. 'lucimarinus'	NAO-all	DCM	0-8-5-00
14	NPO-all-DCM-20-180-00_bin-49	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Harpacticoida	Harpacticidae	Tigriopus	Tigriopus californicus	NPO-all	DCM	20-180-00
15	NAO-all-SRF-0-8-5-00_bin-411			Proteobacteria	Deltaproteobacteria		Myxococcales	Archangiaceae	Cystobacter	Cystobacter fuscus	NAO-all	SRF	0-8-5-00
16	SAO-all-SRF-0-8-5-00_bin-545		Sar	Bacillariophyta							SAO-all	SRF	0-8-5-00
17	SAO-all-DCM-0-8-5-00_bin-409	Viridiplantae		Chlorophyta	Mamiellophyceae		Mamiellales	Mamiellaceae	Micromonas	Micromonas pusilla	SAO-all	DCM	0-8-5-00
18	SO-all-SRF-0-8-5-00_bin-45		Prymnesiophyceae	Haptista	Haptophyta		Phaeocystales	Phaeocystaceae	Phaeocystis	Phaeocystis antarctica	SO-all	SRF	0-8-5-00
19	MS-all-DCM-5-20-00_bin-31	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	MS-all	DCM	5-20-00
20	SPO-SPSG-SRF-20-180-00_bin-127	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera				SPO-SPSG	SRF	20-180-00
21	IO-all-SRF-0-8-5-00_bin-484		Sar	Bacillariophyta	Coscinodiscophyceae						IO-all	SRF	0-8-5-00
22	NPO-all-DCM-20-180-00_bin-34	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera				NPO-all	DCM	20-180-00
23	NAO-all-SRF-0-8-5-00_bin-516	Metazoa	Opisthokonta	Chordata	Choanoflagellata		Craspedida	Salpingoecidae	Salpingoeca	Salpingoeca rosetta	NAO-all	SRF	0-8-5-00
24	MS-all-DCM-0-8-5-00_bin-53	Viridiplantae		Chlorophyta	Mamiellophyceae		Mamiellales	Mamiellaceae	Micromonas	Micromonas pusilla	MS-all	DCM	0-8-5-00
25	NAO-all-MES-0-8-5-00_bin-290		Amoebozoa	Discosea	Flabellinia			Vannellidae	Vannella	Vannella sp. CB-2014	NAO-all	MES	0-8-5-00
26	SAO-all-SRF-0-8-5-00_bin-538		Sar		Bigyra	Labyrinthulomycetes	Thraustochytrida	Thraustochytriaceae	Aplanochytrium	Aplanochytrium stocchinoi	SAO-all	SRF	0-8-5-00
27	SPO-SPSG-SRF-0-8-5-00_bin-427		Sar		Dinophyceae		Gonyaulacales	Gonyaulacaceae	Alexandrium		SPO-SPSG	SRF	0-8-5-00
28	IO-all-SRF-180-2000-00_bin-62	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Hymenoptera	Formicidae	Lasius	Lasius niger	IO-all	SRF	180-2000-00
29	SPO-all-SRF-0-8-5-00_bin-825		Sar	Bacillariophyta	Coscinodiscophyceae	Chaetocerotophycidae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	Chaetoceros neogracilis	SPO-all	SRF	0-8-5-00
30	IO-all-DCM-0-8-5-00_bin-320	Viridiplantae	core chlorophytes	Chlorophyta	Chlorodendrophyceae		Chlorodendrales	Chlorodendraceae	Tetraselmis	Tetraselmis striata	IO-all	DCM	0-8-5-00
31	SPO-all-SRF-0-8-5-00_bin-505		Sar	Bacillariophyta	Dictyochophyceae		Pedinellales		Florenciella	Florenciella parvula	SPO-all	SRF	0-8-5-00
32	SPO-all-SRF-20-180-00_bin-129	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	Tephritidae	Rhagoletis	Rhagoletis zephyria	SPO-all	SRF	20-180-00
33	NAO-all-SRF-20-180-00_bin-42	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	NAO-all	SRF	20-180-00
34	RS-all-SRF-0-8-5-00_bin-83	Viridiplantae		Chlorophyta	Mamiellophyceae		Mamiellales	Mamiellaceae	Micromonas	Micromonas pusilla	RS-all	SRF	0-8-5-00
35	MS-all-SRF-20-180-00_bin-27	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Harpacticoida	Harpacticidae	Tigriopus	Tigriopus californicus	MS-all	SRF	20-180-00
36	SAO-all-SRF-0-8-5-00_bin-11		Prymnesiophyceae	Haptista	Haptophyta		Prymnesiales	Prymnesiaceae	Chrysochromulina	Chrysochromulina rotalis	SAO-all	SRF	0-8-5-00
37	SPO-all-SRF-0-8-5-00_bin-148		Sar		Dinophyceae		Gonyaulacales	Gonyaulacaceae	Alexandrium		SPO-all	SRF	0-8-5-00
38	SPO-PEOD-DCM-0-8-5-00_bin-41	Viridiplantae		Chlorophyta				Pycnococcaceae	Pycnococcus		SPO-PEOD	DCM	0-8-5-00
39	NPO-all-SRF-0-8-5-00_bin-556	Viridiplantae		Chlorophyta	Mamiellophyceae		Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus prasinos	NPO-all	SRF	0-8-5-00
40	NAO-all-SRF-0-8-5-00_bin-169	Viridiplantae		Chlorophyta	Mamiellophyceae		Mamiellales	Bathycoccaceae	Ostreococcus	Ostreococcus sp. 'lucimarinus'	NAO-all	SRF	0-8-5-00
41	NPO-all-SRF-180-2000-00_bin-13	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Lepidoptera				NPO-all	SRF	180-2000-00
42	SO-all-SRF-5-20-00_bin-17	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera				SO-all	SRF	5-20-00
43	NAO-all-MIX-0-8-5-00_bin-111	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	NAO-all	MIX	0-8-5-00
44	SAO-all-DCM-0-8-5-00_bin-431				Cryptophyceae		Pyrenomonadales	Geminigeraceae	Geminigera	Geminigera cryophila	SAO-all	DCM	0-8-5-00
45	SPO-PEOD-SRF-20-180-00_bin-45	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	SPO-PEOD	SRF	20-180-00
46	SPO-SPSG-SRF-20-180-00_bin-168	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera				SPO-SPSG	SRF	20-180-00
47	SAO-all-SRF-180-2000-00_bin-47	Metazoa	Opisthokonta	Chordata	Aves						SAO-all	SRF	180-2000-00
48	MS-all-SRF-5-20-00_bin-96	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	MS-all	SRF	5-20-00
49	SPO-SPSG-SRF-20-180-00_bin-115	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera				SPO-SPSG	SRF	20-180-00
50	SPO-all-SRF-180-2000-00_bin-155	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota					SPO-all	SRF	180-2000-00
51	MS-all-SRF-20-180-00_bin-6	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	MS-all	SRF	20-180-00
52	SAO-all-DCM-0-8-5-00_bin-536	Viridiplantae		Chlorophyta	Palmophyllophyceae		Prasinococcales	Prasinococcaceae	Prasinoderma	Prasinoderma singulare	SAO-all	DCM	0-8-5-00
53	SAO-all-SRF-0-8-5-00_bin-212	Viridiplantae		Chlorophyta	Mamiellophyceae		Mamiellales	Mamiellaceae	Micromonas	Micromonas pusilla	SAO-all	SRF	0-8-5-00
54	NPO-all-DCM-0-8-5-00_bin-431	Viridiplantae		Chlorophyta	Mamiellophyceae		Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus prasinos	NPO-all	DCM	0-8-5-00
55	SAO-all-DCM-0-8-5-00_bin-354		Sar	Bacillariophyta	Coscinodiscophyceae	Thalassiosirophycidae	Thalassiosirales				SAO-all	DCM	0-8-5-00
56	SAO-all-SRF-0-8-5-00_bin-628		Sar	Bacillariophyta	Dictyochophyceae		Pedinellales		Florenciella	Pseudopedinella elastica	SAO-all	SRF	0-8-5-00
57	NPO-all-SRF-0-8-5-00_bin-407	Viridiplantae		Chlorophyta				Pycnococcaceae	Pycnococcus		NPO-all	SRF	0-8-5-00
58	NPO-all-SRF-20-180-00_bin-8	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	NPO-all	SRF	20-180-00
59	SAO-all-SRF-180-2000-00_bin-9		Prymnesiophyceae	Haptista	Haptophyta		Phaeocystales	Phaeocystaceae	Phaeocystis	Phaeocystis antarctica	SAO-all	SRF	180-2000-00
60	IO-all-SRF-180-2000-00_bin-43	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	IO-all	SRF	180-2000-00
61	MS-all-SRF-180-2000-00_bin-103	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera				MS-all	SRF	180-2000-00
62	SPO-SPSG-SRF-0-8-5-00_bin-608	Viridiplantae		Chlorophyta	Mamiellophyceae		Mamiellales	Bathycoccaceae	Ostreococcus	Ostreococcus sp. 'lucimarinus'	SPO-SPSG	SRF	0-8-5-00
63	MS-all-SRF-0-8-5-00_bin-410				Cryptophyceae		Pyrenomonadales	Geminigeraceae	Geminigera	Geminigera cryophila	MS-all	SRF	0-8-5-00
64	MS-all-SRF-0-8-5-00_bin-584	Viridiplantae		Chlorophyta	Mamiellophyceae		Mamiellales	Mamiellaceae	Micromonas	Micromonas pusilla	MS-all	SRF	0-8-5-00
65	NAO-all-SRF-0-8-5-00_bin-572		Sar	Bacillariophyta							NAO-all	SRF	0-8-5-00
66	SPO-CHIL-SRF-0-8-5-00_bin-213		Sar	Bacillariophyta	Chrysophyceae		Chromulinales	Paraphysomonadaceae	Paraphysomonas	Paraphysomonas bandaiensis	SPO-CHIL	SRF	0-8-5-00
67	NAO-all-MIX-0-8-5-00_bin-130		Sar	Bacillariophyta	Coscinodiscophyceae	Coscinodiscophycidae	Melosirales	Stephanopyxidaceae	Stephanopyxis	Stephanopyxis turris	NAO-all	MIX	0-8-5-00
68	MS-all-SRF-5-20-00_bin-24	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera				MS-all	SRF	5-20-00
69	MS-all-SRF-5-20-00_bin-53	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	MS-all	SRF	5-20-00
70	NAO-all-SRF-0-8-5-00_bin-17		Sar		Dinophyceae		Suessiales	Symbiodiniaceae	Symbiodinium	Symbiodinium sp.	NAO-all	SRF	0-8-5-00
71	SAO-all-DCM-0-8-5-00_bin-388		Sar	Bacillariophyta	Coscinodiscophyceae						SAO-all	DCM	0-8-5-00
72	SPO-all-SRF-0-8-5-00_bin-931	Viridiplantae		Chlorophyta	Mamiellophyceae			Pycnococcaceae	Pycnococcus		SPO-all	SRF	0-8-5-00
73	NAO-all-MIX-0-8-5-00_bin-276		Sar		Dinophyceae		Suessiales	Symbiodiniaceae	Symbiodinium	Symbiodinium sp.	NAO-all	MIX	0-8-5-00
74	SPO-SPSG-SRF-5-20-00_bin-49		Sar	Bacillariophyta	Coscinodiscophyceae	Coscinodiscophycidae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	Coscinodiscus wailesii	SPO-SPSG	SRF	5-20-00
75	IO-all-SRF-0-8-5-00_bin-291		Sar		Dinophyceae		Gymnodiniales	Kareniaceae	Karenia	Karenia brevis	IO-all	SRF	0-8-5-00
76	SAO-all-SRF-0-8-5-00_bin-75	Viridiplantae		Chlorophyta	Mamiellophyceae		Mamiellales	Mamiellaceae	Micromonas	Micromonas pusilla	SAO-all	SRF	0-8-5-00
77	SPO-CHIL-SRF-0-8-5-00_bin-122	Viridiplantae		Chlorophyta	Mamiellophyceae		Mamiellales	Mamiellaceae	Micromonas	Micromonas pusilla	SPO-CHIL	SRF	0-8-5-00
78	SPO-SPSG-MIX-0-8-5-00_bin-106		Sar		Dinophyceae		Gonyaulacales	Gonyaulacaceae	Alexandrium		SPO-SPSG	MIX	0-8-5-00
79	SAO-all-SRF-0-8-5-00_bin-327		Prymnesiophyceae	Haptista	Haptophyta		Isochrysidales	Noelaerhabdaceae	Emiliania	Emiliania huxleyi	SAO-all	SRF	0-8-5-00
80	NAO-all-SRF-0-8-5-00_bin-273		Sar	Bacillariophyta	Coscinodiscophyceae						NAO-all	SRF	0-8-5-00
81	MS-all-DCM-0-8-5-00_bin-257		Sar	Bacillariophyta	Dictyochophyceae		Pedinellales		Florenciella	Pteridomonas danica	MS-all	DCM	0-8-5-00
82	SPO-all-SRF-0-8-5-00_bin-561		Sar	Bacillariophyta	Dictyochophyceae		Florenciellales		Florenciella	Florenciella parvula	SPO-all	SRF	0-8-5-00
83	IO-all-DCM-0-8-5-00_bin-12		Prymnesiophyceae	Haptista	Haptophyta		Prymnesiales	Chrysochromulinaceae	Chrysochromulina	Chrysochromulina rotalis	IO-all	DCM	0-8-5-00
84	IO-all-DCM-0-8-5-00_bin-344		Sar	Bacillariophyta	Bacillariophyceae		Bacillariales	Bacillariaceae	Cylindrotheca	Cylindrotheca closterium	IO-all	DCM	0-8-5-00
85	SPO-all-SRF-20-180-00_bin-70	Metazoa	Opisthokonta	Chordata	Aves						SPO-all	SRF	20-180-00
86	NPO-all-SRF-0-8-5-00_bin-371	Viridiplantae	core chlorophytes	Chlorophyta	Chlorodendrophyceae		Chlorodendrales	Chlorodendraceae	Tetraselmis	Tetraselmis striata	NPO-all	SRF	0-8-5-00
87	NAO-all-SRF-5-20-00_bin-3	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	NAO-all	SRF	5-20-00
88	RS-all-DCM-0-8-5-00_bin-46	Viridiplantae		Chlorophyta	Mamiellophyceae		Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus prasinos	RS-all	DCM	0-8-5-00
89	SO-all-SRF-180-2000-00_bin-8		Prymnesiophyceae	Haptista	Haptophyta		Phaeocystales	Phaeocystaceae	Phaeocystis	Phaeocystis antarctica	SO-all	SRF	180-2000-00
90	SPO-SPSG-DCM-20-180-00_bin-14	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	Culicidae			SPO-SPSG	DCM	20-180-00
91	NPO-all-DCM-0-8-5-00_bin-237	Viridiplantae		Chlorophyta				Pycnococcaceae	Pycnococcus		NPO-all	DCM	0-8-5-00
92	SPO-SPSG-SRF-20-180-00_bin-106	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Lepidoptera				SPO-SPSG	SRF	20-180-00
93	SPO-all-SRF-180-2000-00_bin-146	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera				SPO-all	SRF	180-2000-00
94	SAO-all-MES-0-8-5-00_bin-84		Prymnesiophyceae	Haptista	Haptophyta		Prymnesiales	Prymnesiaceae	Imantonia	Vannella sp. CB-2014	SAO-all	MES	0-8-5-00
95	NAO-all-MIX-0-8-5-00_bin-34	Viridiplantae		Chlorophyta	Mamiellophyceae		Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus prasinos	NAO-all	MIX	0-8-5-00
96	NPO-all-SRF-0-8-5-00_bin-646		Sar	Bacillariophyta	Coscinodiscophyceae						NPO-all	SRF	0-8-5-00
97	SPO-SPSG-SRF-180-2000-00_bin-31	Metazoa	Opisthokonta	Chordata	Aves						SPO-SPSG	SRF	180-2000-00
98	NPO-all-SRF-20-180-00_bin-23	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera				NPO-all	SRF	20-180-00
99	SAO-all-SRF-5-20-00_bin-14		Sar	Bacillariophyta	Bacillariophyceae		Bacillariales	Bacillariaceae	Fragilariopsis	Fragilariopsis kerguelensis	SAO-all	SRF	5-20-00
100	SPO-SPSG-SRF-0-8-5-00_bin-277	Viridiplantae	core chlorophytes	Chlorophyta	Trebouxiophyceae				Picochlorum		SPO-SPSG	SRF	0-8-5-00
101	NPO-all-DCM-20-180-00_bin-2	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Hymenoptera	Formicidae	Lasius	Lasius niger	NPO-all	DCM	20-180-00
102	SO-all-SRF-0-8-5-00_bin-63		Sar	Bacillariophyta	Bacillariophyceae		Bacillariales	Bacillariaceae	Fragilariopsis	Fragilariopsis kerguelensis	SO-all	SRF	0-8-5-00
103	MS-all-SRF-0-8-5-00_bin-425	Viridiplantae		Chlorophyta	Mamiellophyceae		Mamiellales	Mamiellaceae	Micromonas	Micromonas pusilla	MS-all	SRF	0-8-5-00
104	NAO-all-MIX-0-8-5-00_bin-39	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera				NAO-all	MIX	0-8-5-00
105	SPO-all-SRF-180-2000-00_bin-141	Metazoa	Opisthokonta	Chordata	Actinopteri	Neopterygii	Cyprinodontiformes	Poeciliidae	Poecilia		SPO-all	SRF	180-2000-00
106	SPO-all-SRF-180-2000-00_bin-136	Metazoa	Opisthokonta	Cnidaria	Anthozoa	Hexacorallia	Scleractinia	Pocilloporidae	Stylophora	Stylophora pistillata	SPO-all	SRF	180-2000-00
107	SPO-all-SRF-0-8-5-00_bin-93		Sar		Dinophyceae		Gonyaulacales	Gonyaulacaceae	Alexandrium	Azadinium spinosum	SPO-all	SRF	0-8-5-00
108	IO-all-DCM-0-8-5-00_bin-147				Cryptophyceae		Pyrenomonadales	Goniomonadaceae	Goniomonas	Goniomonas pacifica	IO-all	DCM	0-8-5-00
109	IO-all-DCM-0-8-5-00_bin-130		Sar	Bacillariophyta	Coscinodiscophyceae						IO-all	DCM	0-8-5-00
110	IO-all-SRF-0-8-5-00_bin-446				Cryptophyceae		Pyrenomonadales	Goniomonadaceae	Goniomonas	Goniomonas pacifica	IO-all	SRF	0-8-5-00
111	SAO-all-DCM-0-8-5-00_bin-37		Sar		Pelagophyceae		Pelagomonadales		Aureococcus	Aureococcus anophagefferens	SAO-all	DCM	0-8-5-00
112	SAO-all-DCM-0-8-5-00_bin-181		Prymnesiophyceae	Haptista	Haptophyta		Phaeocystales	Phaeocystaceae	Phaeocystis	Phaeocystis antarctica	SAO-all	DCM	0-8-5-00
113	IO-all-MES-0-8-5-00_bin-223		Sar		Dinophyceae		Gonyaulacales	Gonyaulacaceae	Alexandrium		IO-all	MES	0-8-5-00
114	NPO-all-SRF-20-180-00_bin-24	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	NPO-all	SRF	20-180-00
115	SAO-all-DCM-180-2000-00_bin-24	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	SAO-all	DCM	180-2000-00
116	NPO-all-SRF-0-8-5-00_bin-15		Sar	Bacillariophyta	Dictyochophyceae		Pedinellales		Florenciella	Pseudopedinella elastica	NPO-all	SRF	0-8-5-00
117	SPO-SPSG-SRF-20-180-00_bin-52	Metazoa	Opisthokonta	Chordata	Aves						SPO-SPSG	SRF	20-180-00
118	SPO-SPSG-SRF-0-8-5-00_bin-207		Amoebozoa	Discosea	Flabellinia		Dactylopodida	Vannellidae	Vannella	Acanthamoeba castellanii	SPO-SPSG	SRF	0-8-5-00
119	SPO-SPSG-SRF-180-2000-00_bin-205	Metazoa	Opisthokonta	Arthropoda	Branchiopoda	Phyllopoda	Diplostraca	Daphniidae	Daphnia	Daphnia pulex	SPO-SPSG	SRF	180-2000-00
120	SPO-all-SRF-20-180-00_bin-243	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera				SPO-all	SRF	20-180-00
121	MS-all-DCM-0-8-5-00_bin-320	Viridiplantae		Chlorophyta	Mamiellophyceae		Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus prasinos	MS-all	DCM	0-8-5-00
122	NAO-all-DCM-20-180-00_bin-17	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	Culicidae			NAO-all	DCM	20-180-00
123	SAO-all-DCM-0-8-5-00_bin-282		Prymnesiophyceae	Haptista	Haptophyta		Prymnesiales	Chrysochromulinaceae	Chrysochromulina	Chrysochromulina rotalis	SAO-all	DCM	0-8-5-00
124	IO-all-DCM-20-180-00_bin-66	Metazoa	Opisthokonta	Chordata	Aves						IO-all	DCM	20-180-00
125	SPO-all-DCM-0-8-5-00_bin-527		Amoebozoa	Discosea	Flabellinia		Dactylopodida	Vannellidae	Stygamoeba	Stygamoeba regulata	SPO-all	DCM	0-8-5-00
126	IO-all-SRF-0-8-5-00_bin-302		Sar		Dinophyceae		Gonyaulacales	Gonyaulacaceae	Alexandrium		IO-all	SRF	0-8-5-00
127	SPO-SPSG-SRF-0-8-5-00_bin-104		Sar	Bacillariophyta	Coscinodiscophyceae						SPO-SPSG	SRF	0-8-5-00
128	NAO-all-MIX-0-8-5-00_bin-271	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera				NAO-all	MIX	0-8-5-00
129	NAO-all-MIX-20-180-00_bin-24	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera				NAO-all	MIX	20-180-00
130	SPO-all-SRF-20-180-00_bin-137	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota					SPO-all	SRF	20-180-00
131	MS-all-SRF-20-180-00_bin-44	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	MS-all	SRF	20-180-00
132	NPO-all-SRF-0-8-5-00_bin-105	Viridiplantae		Chlorophyta	Palmophyllophyceae		Prasinococcales	Prasinococcaceae	Prasinoderma	Prasinoderma singulare	NPO-all	SRF	0-8-5-00
133	SPO-CHIL-DCM-0-8-5-00_bin-46	Viridiplantae		Chlorophyta	Mamiellophyceae		Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus prasinos	SPO-CHIL	DCM	0-8-5-00
134	SPO-all-SRF-180-2000-00_bin-173	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Lepidoptera				SPO-all	SRF	180-2000-00
135	IO-all-SRF-0-8-5-00_bin-504				Cryptophyceae		Pyrenomonadales	Geminigeraceae	Geminigera	Geminigera cryophila	IO-all	SRF	0-8-5-00
136	IO-all-SRF-5-20-00_bin-101	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Hymenoptera	Formicidae			IO-all	SRF	5-20-00
137	MS-all-SRF-180-2000-00_bin-83	Metazoa	Opisthokonta	Chordata	Aves						MS-all	SRF	180-2000-00
138	NPO-all-SRF-0-8-5-00_bin-249		Sar	Bacillariophyta	Coscinodiscophyceae						NPO-all	SRF	0-8-5-00
139	SPO-all-DCM-0-8-5-00_bin-251	Metazoa	Opisthokonta	Chordata	Choanoflagellata		Craspedida	Salpingoecidae	Salpingoeca	Salpingoeca rosetta	SPO-all	DCM	0-8-5-00
140	IO-all-SRF-0-8-5-00_bin-579		Prymnesiophyceae	Haptista	Haptophyta		Prymnesiales	Chrysochromulinaceae	Chrysochromulina	Chrysochromulina rotalis	IO-all	SRF	0-8-5-00
141	SPO-PEOD-SRF-20-180-00_bin-14	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	SPO-PEOD	SRF	20-180-00
142	NAO-all-SRF-20-180-00_bin-19	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	NAO-all	SRF	20-180-00
143	MS-all-SRF-20-180-00_bin-98	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	MS-all	SRF	20-180-00
144	SPO-all-SRF-20-180-00_bin-105	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	Culicidae			SPO-all	SRF	20-180-00
145	IO-all-DCM-20-180-00_bin-54	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Harpacticoida	Harpacticidae	Tigriopus	Tigriopus californicus	IO-all	DCM	20-180-00
146	NAO-all-SRF-180-2000-00_bin-59	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	NAO-all	SRF	180-2000-00
147	MS-all-SRF-5-20-00_bin-9	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Harpacticoida	Harpacticidae	Tigriopus	Tigriopus californicus	MS-all	SRF	5-20-00
148	NAO-all-DCM-20-180-00_bin-25	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	NAO-all	DCM	20-180-00
