ID	kingdom	clade	phylum	class	subclass	order	family	genus	species	region	depth	size_fraction
SPO-SPSG-DCM-0-8-5-00_bin-224	Fungi	Opisthokonta	Ascomycota	Leotiomycetes	.	Helotiales	Mollisiaceae	Rhynchosporium	Rhynchosporium commune	SPO-SPSG	DCM	0-8-5-00
SPO-SPSG-DCM-0-8-5-00_bin-88	Viridiplantae	core chlorophytes	Chlorophyta	.	.	.	Pycnococcaceae	Pycnococcus	.	SPO-SPSG	DCM	0-8-5-00
SAO-all-SRF-180-2000-00_bin-31	Metazoa	Opisthokonta	Chordata	Aves	.	.	.	.	.	SAO-all	SRF	180-2000-00
SAO-all-SRF-0-8-5-00_bin-592	.	Sar	Bacillariophyta	Chrysophyceae	.	Chromulinales	Paraphysomonadaceae	Paraphysomonas	Paraphysomonas bandaiensis	SAO-all	SRF	0-8-5-00
MS-all-DCM-180-2000-00_bin-37	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	MS-all	DCM	180-2000-00
IO-all-SRF-0-8-5-00_bin-529	Viridiplantae	.	Chlorophyta	Mamiellophyceae	.	Mamiellales	Mamiellaceae	Micromonas	Micromonas pusilla	IO-all	SRF	0-8-5-00
NPO-all-SRF-20-180-00_bin-31	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	.	.	.	NPO-all	SRF	20-180-00
NPO-all-SRF-20-180-00_bin-46	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	.	.	.	NPO-all	SRF	20-180-00
SPO-all-SRF-5-20-00_bin-176	.	Sar	Bacillariophyta	Bacillariophyceae	.	Bacillariales	Bacillariaceae	Pseudo-nitzschia	Pseudo-nitzschia fraudulenta	SPO-all	SRF	5-20-00
SPO-all-SRF-20-180-00_bin-86	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Hymenoptera	.	.	.	SPO-all	SRF	20-180-00
MS-all-SRF-180-2000-00_bin-37	Metazoa	Opisthokonta	Arthropoda	Branchiopoda	Phyllopoda	Diplostraca	Daphniidae	Daphnia	Daphnia pulex	MS-all	SRF	180-2000-00
SAO-all-DCM-0-8-5-00_bin-447	.	Sar	.	Dinophyceae	.	Gymnodiniales	Kareniaceae	Karenia	Karenia brevis	SAO-all	DCM	0-8-5-00
NPO-all-SRF-5-20-00_bin-9	Viridiplantae	.	Chlorophyta	Mamiellophyceae	.	.	Pycnococcaceae	Pycnococcus	.	NPO-all	SRF	5-20-00
IO-all-FSW-0-8-5-00_bin-88	Viridiplantae	.	Chlorophyta	.	.	.	Pycnococcaceae	Pycnococcus	.	IO-all	FSW	0-8-5-00
RS-all-SRF-20-180-00_bin-10	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	RS-all	SRF	20-180-00
IO-all-DCM-0-8-5-00_bin-325	.	Sar	Bacillariophyta	Coscinodiscophyceae	.	.	.	.	.	IO-all	DCM	0-8-5-00
IO-all-FSW-0-8-5-00_bin-66	Metazoa	Apusozoa	.	.	.	.	Apusomonadidae	Thecamonas	Thecamonas trahens	IO-all	FSW	0-8-5-00
SAO-all-DCM-0-8-5-00_bin-200	.	Sar	Bacillariophyta	Bacillariophyceae	.	Naviculales	Phaeodactylaceae	Phaeodactylum	Phaeodactylum tricornutum	SAO-all	DCM	0-8-5-00
SAO-all-SRF-0-8-5-00_bin-87	.	Prymnesiophyceae	Haptista	Haptophyta	.	Phaeocystales	Phaeocystaceae	Phaeocystis	Phaeocystis antarctica	SAO-all	SRF	0-8-5-00
SPO-all-SRF-0-8-5-00_bin-130	Viridiplantae	.	Chlorophyta	Mamiellophyceae	.	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus prasinos	SPO-all	SRF	0-8-5-00
SAO-all-SRF-20-180-00_bin-69	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	SAO-all	SRF	20-180-00
SPO-CHIL-SRF-0-8-5-00_bin-134	.	Sar	Bacillariophyta	Coscinodiscophyceae	Chaetocerotophycidae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	Chaetoceros neogracilis	SPO-CHIL	SRF	0-8-5-00
SPO-SPSG-SRF-0-8-5-00_bin-27	Viridiplantae	.	Chlorophyta	Palmophyllophyceae	.	Prasinococcales	Prasinococcaceae	Prasinoderma	Prasinoderma coloniale	SPO-SPSG	SRF	0-8-5-00
IO-all-SRF-20-180-00_bin-36	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Harpacticoida	Harpacticidae	Tigriopus	Tigriopus californicus	IO-all	SRF	20-180-00
IO-all-SRF-0-8-5-00_bin-380	.	Sar	.	Dinophyceae	.	Gonyaulacales	Gonyaulacaceae	Alexandrium	Alexandrium tamarense	IO-all	SRF	0-8-5-00
NPO-all-DCM-5-20-00_bin-42	Viridiplantae	core chlorophytes	Chlorophyta	Trebouxiophyceae	.	Chlorodendrales	Chlorodendraceae	Picochlorum	.	NPO-all	DCM	5-20-00
SAO-all-SRF-0-8-5-00_bin-241	.	Sar	Bacillariophyta	Coscinodiscophyceae	.	.	.	.	.	SAO-all	SRF	0-8-5-00
SPO-all-SRF-20-180-00_bin-151	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	.	.	.	SPO-all	SRF	20-180-00
SPO-all-SRF-20-180-00_bin-126	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	.	.	.	SPO-all	SRF	20-180-00
NAO-all-MIX-20-180-00_bin-35	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	NAO-all	MIX	20-180-00
MS-all-SRF-0-8-5-00_bin-630	.	.	.	Cryptophyceae	.	Pyrenomonadales	Geminigeraceae	Geminigera	Geminigera cryophila	MS-all	SRF	0-8-5-00
NAO-all-MIX-180-2000-00_bin-8	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	NAO-all	MIX	180-2000-00
NAO-all-SRF-180-2000-00_bin-94	Metazoa	Opisthokonta	Mollusca	Gastropoda	Heterobranchia	Aplysiida	Aplysiidae	Aplysia	Aplysia californica	NAO-all	SRF	180-2000-00
SPO-all-SRF-0-8-5-00_bin-470	.	Sar	Bacillariophyta	Dictyochophyceae	.	Pedinellales	.	Pseudopedinella	Pseudopedinella elastica	SPO-all	SRF	0-8-5-00
NAO-all-SRF-0-8-5-00_bin-76	.	Prymnesiophyceae	Haptista	Haptophyta	.	Prymnesiales	Prymnesiaceae	Chrysochromulina	Chrysochromulina rotalis	NAO-all	SRF	0-8-5-00
IO-all-SRF-180-2000-00_bin-83	Metazoa	Opisthokonta	Chordata	Mammalia	.	Primates	Hominidae	Pan	Pan troglodytes	IO-all	SRF	180-2000-00
SPO-all-SRF-20-180-00_bin-225	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	SPO-all	SRF	20-180-00
NAO-all-MIX-0-8-5-00_bin-163	Viridiplantae	.	Chlorophyta	Palmophyllophyceae	.	Prasinococcales	Prasinococcaceae	Prasinoderma	Prasinoderma singulare	NAO-all	MIX	0-8-5-00
SAO-all-DCM-0-8-5-00_bin-539	Viridiplantae	.	Chlorophyta	Mamiellophyceae	.	Mamiellales	Mamiellaceae	Micromonas	Micromonas pusilla	SAO-all	DCM	0-8-5-00
IO-all-SRF-5-20-00_bin-128	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	IO-all	SRF	5-20-00
NPO-all-DCM-20-180-00_bin-74	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	.	.	.	NPO-all	DCM	20-180-00
MS-all-SRF-5-20-00_bin-93	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	MS-all	SRF	5-20-00
SPO-SPSG-SRF-0-8-5-00_bin-285	.	Sar	Bacillariophyta	Coscinodiscophyceae	.	.	.	.	.	SPO-SPSG	SRF	0-8-5-00
SO-all-SRF-5-20-00_bin-18	.	Sar	Bacillariophyta	Coscinodiscophyceae	Chaetocerotophycidae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	Chaetoceros dichaeta	SO-all	SRF	5-20-00
SO-all-DCM-180-2000-00_bin-17	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	SO-all	DCM	180-2000-00
NPO-all-SRF-0-8-5-00_bin-284	.	Sar	.	Dinophyceae	.	Suessiales	Symbiodiniaceae	Symbiodinium	Symbiodinium sp.	NPO-all	SRF	0-8-5-00
SO-all-DCM-180-2000-00_bin-1	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Hemiptera	.	.	.	SO-all	DCM	180-2000-00
SPO-all-SRF-20-180-00_bin-88	Viridiplantae	.	Chlorophyta	Nephroselmidophyceae	.	Nephroselmidales	Pycnococcaceae	Pycnococcus	Nephroselmis pyriformis	SPO-all	SRF	20-180-00
NPO-all-SRF-20-180-00_bin-48	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	NPO-all	SRF	20-180-00
NAO-all-MIX-0-8-5-00_bin-258	.	Sar	.	Dinophyceae	.	Gonyaulacales	Gonyaulacaceae	Alexandrium	Alexandrium tamarense	NAO-all	MIX	0-8-5-00
RS-all-SRF-0-8-5-00_bin-50	Viridiplantae	.	Chlorophyta	Mamiellophyceae	.	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus prasinos	RS-all	SRF	0-8-5-00
IO-all-SRF-0-8-5-00_bin-251	.	Sar	Bacillariophyta	Dictyochophyceae	.	Florenciellales	.	Florenciella	.	IO-all	SRF	0-8-5-00
IO-all-SRF-20-180-00_bin-73	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	.	.	.	IO-all	SRF	20-180-00
SPO-all-SRF-0-8-5-00_bin-102	Viridiplantae	core chlorophytes	Chlorophyta	Chlorodendrophyceae	.	Chlorodendrales	Chlorodendraceae	Tetraselmis	.	SPO-all	SRF	0-8-5-00
MS-all-DCM-20-180-00_bin-3	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	MS-all	DCM	20-180-00
SAO-all-SRF-0-8-5-00_bin-297	.	Sar	Bacillariophyta	Mediophyceae	Cymatosirophycidae	Cymatosirales	Cymatosiraceae	Extubocellulus	Extubocellulus spinifer	SAO-all	SRF	0-8-5-00
MS-all-DCM-0-8-5-00_bin-273	Viridiplantae	.	Chlorophyta	Mamiellophyceae	.	Mamiellales	Pycnococcaceae	Pycnococcus	Pycnococcus provasolii	MS-all	DCM	0-8-5-00
SAO-all-DCM-0-8-5-00_bin-245	.	Sar	.	Pelagophyceae	.	Pelagomonadales	.	Aureococcus	Aureococcus anophagefferens	SAO-all	DCM	0-8-5-00
IO-all-DCM-0-8-5-00_bin-36	.	Sar	Bacillariophyta	Coscinodiscophyceae	.	.	.	.	.	IO-all	DCM	0-8-5-00
IO-all-DCM-20-180-00_bin-38	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	IO-all	DCM	20-180-00
SPO-all-SRF-0-8-5-00_bin-986	Viridiplantae	.	Chlorophyta	Palmophyllophyceae	.	Prasinococcales	Prasinococcaceae	Prasinoderma	Prasinoderma coloniale	SPO-all	SRF	0-8-5-00
SPO-SPSG-SRF-0-8-5-00_bin-560	Viridiplantae	core chlorophytes	Chlorophyta	Chlorodendrophyceae	.	Chlorodendrales	Chlorodendraceae	Tetraselmis	Tetraselmis striata	SPO-SPSG	SRF	0-8-5-00
SPO-all-SRF-180-2000-00_bin-311	Metazoa	Opisthokonta	Chordata	Aves	.	.	.	.	.	SPO-all	SRF	180-2000-00
NAO-all-SRF-0-8-5-00_bin-683	.	Sar	Bacillariophyta	Dictyochophyceae	.	Florenciellales	.	Florenciella	Florenciella parvula	NAO-all	SRF	0-8-5-00
IO-all-SRF-20-180-00_bin-79	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	Culicidae	Anopheles	.	IO-all	SRF	20-180-00
IO-all-SRF-20-180-00_bin-97	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	.	.	.	IO-all	SRF	20-180-00
SPO-CHIL-SRF-20-180-00_bin-8	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	SPO-CHIL	SRF	20-180-00
NPO-all-SRF-0-8-5-00_bin-126	Viridiplantae	core chlorophytes	Chlorophyta	Chlorodendrophyceae	.	Chlorodendrales	Chlorodendraceae	Tetraselmis	Tetraselmis striata	NPO-all	SRF	0-8-5-00
MS-all-SRF-20-180-00_bin-10	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	MS-all	SRF	20-180-00
SAO-all-SRF-0-8-5-00_bin-26	.	Sar	Bacillariophyta	Chrysophyceae	.	Chromulinales	Chromulinaceae	Ochromonas	Paraphysomonas bandaiensis	SAO-all	SRF	0-8-5-00
SPO-SPSG-SRF-0-8-5-00_bin-614	.	Sar	Bacillariophyta	Coscinodiscophyceae	.	.	.	.	.	SPO-SPSG	SRF	0-8-5-00
SPO-SPSG-SRF-0-8-5-00_bin-663	.	Prymnesiophyceae	Haptista	Haptophyta	.	Prymnesiales	Prymnesiaceae	Chrysochromulina	Chrysochromulina rotalis	SPO-SPSG	SRF	0-8-5-00
SO-all-SRF-0-8-5-00_bin-110	.	Sar	.	Pelagophyceae	.	Pelagomonadales	.	Pelagomonas	Pelagomonas calceolata	SO-all	SRF	0-8-5-00
IO-all-DCM-20-180-00_bin-109	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	.	.	.	IO-all	DCM	20-180-00
MS-all-SRF-0-8-5-00_bin-131	.	Sar	Bacillariophyta	Coscinodiscophyceae	.	.	.	.	.	MS-all	SRF	0-8-5-00
SPO-SPSG-SRF-20-180-00_bin-71	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Harpacticoida	Harpacticidae	Tigriopus	Tigriopus californicus	SPO-SPSG	SRF	20-180-00
NPO-all-SRF-180-2000-00_bin-24	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	.	.	.	NPO-all	SRF	180-2000-00
SPO-SPSG-SRF-0-8-5-00_bin-329	.	Prymnesiophyceae	Haptista	Haptophyta	.	Prymnesiales	Prymnesiaceae	Chrysochromulina	Chrysochromulina rotalis	SPO-SPSG	SRF	0-8-5-00
MS-all-SRF-180-2000-00_bin-76	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	.	.	.	MS-all	SRF	180-2000-00
SPO-all-SRF-20-180-00_bin-54	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	Culicidae	.	.	SPO-all	SRF	20-180-00
IO-all-DCM-20-180-00_bin-103	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	.	.	.	IO-all	DCM	20-180-00
SPO-all-SRF-20-180-00_bin-23	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	SPO-all	SRF	20-180-00
SPO-CHIL-SRF-20-180-00_bin-27	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	Culicidae	Anopheles	.	SPO-CHIL	SRF	20-180-00
MS-all-SRF-180-2000-00_bin-92	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	.	.	.	MS-all	SRF	180-2000-00
SPO-SPSG-DCM-20-180-00_bin-30	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	SPO-SPSG	DCM	20-180-00
NAO-all-SRF-5-20-00_bin-25	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	.	.	.	NAO-all	SRF	5-20-00
NAO-all-SRF-180-2000-00_bin-87	Metazoa	Opisthokonta	Chordata	Aves	.	.	.	.	.	NAO-all	SRF	180-2000-00
NAO-all-DCM-20-180-00_bin-2	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	NAO-all	DCM	20-180-00
SO-all-DCM-0-8-5-00_bin-59	.	Sar	Bacillariophyta	Coscinodiscophyceae	.	.	.	.	.	SO-all	DCM	0-8-5-00
MS-all-DCM-0-8-5-00_bin-322	Viridiplantae	.	Chlorophyta	Mamiellophyceae	.	Dolichomastigales	Pycnococcaceae	Pycnococcus	Pycnococcus provasolii	MS-all	DCM	0-8-5-00
IO-all-SRF-180-2000-00_bin-90	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Hemiptera	Aphididae	Acyrthosiphon	Acyrthosiphon pisum	IO-all	SRF	180-2000-00
SPO-SPSG-DCM-5-20-00_bin-40	Viridiplantae	core chlorophytes	Chlorophyta	Trebouxiophyceae	.	.	.	Picochlorum	.	SPO-SPSG	DCM	5-20-00
SPO-CHIL-DCM-0-8-5-00_bin-39	Viridiplantae	.	Chlorophyta	Mamiellophyceae	.	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus prasinos	SPO-CHIL	DCM	0-8-5-00
NAO-all-MIX-0-8-5-00_bin-204	.	Prymnesiophyceae	Haptista	Haptophyta	.	Prymnesiales	Prymnesiaceae	Chrysochromulina	Chrysochromulina rotalis	NAO-all	MIX	0-8-5-00
NAO-all-MIX-0-8-5-00_bin-279	.	Sar	Bacillariophyta	Bacillariophyceae	.	Naviculales	.	.	.	NAO-all	MIX	0-8-5-00
SAO-all-MES-0-8-5-00_bin-199	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Harpacticoida	Harpacticidae	Tigriopus	Tigriopus californicus	SAO-all	MES	0-8-5-00
SPO-all-SRF-0-8-5-00_bin-469	.	Sar	Bacillariophyta	Coscinodiscophyceae	.	.	.	.	.	SPO-all	SRF	0-8-5-00
SPO-all-SRF-0-8-5-00_bin-844	.	Sar	Bacillariophyta	.	.	.	.	.	.	SPO-all	SRF	0-8-5-00
NAO-all-SRF-0-8-5-00_bin-631	Viridiplantae	.	Chlorophyta	Mamiellophyceae	.	Mamiellales	Mamiellaceae	Micromonas	Micromonas pusilla	NAO-all	SRF	0-8-5-00
IO-all-DCM-0-8-5-00_bin-17	Viridiplantae	core chlorophytes	Chlorophyta	Chlorodendrophyceae	.	Chlorodendrales	Chlorodendraceae	Tetraselmis	Tetraselmis striata	IO-all	DCM	0-8-5-00
NPO-all-SRF-5-20-00_bin-20	Viridiplantae	core chlorophytes	Chlorophyta	Trebouxiophyceae	.	.	.	Picochlorum	.	NPO-all	SRF	5-20-00
SPO-SPSG-SRF-0-8-5-00_bin-296	.	Sar	.	Dinophyceae	.	Gonyaulacales	Gonyaulacaceae	Alexandrium	.	SPO-SPSG	SRF	0-8-5-00
NPO-all-SRF-0-8-5-00_bin-297	.	Prymnesiophyceae	Haptista	Haptophyta	.	Prymnesiales	Prymnesiaceae	Chrysochromulina	Chrysochromulina rotalis	NPO-all	SRF	0-8-5-00
SPO-SPSG-SRF-20-180-00_bin-109	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	SPO-SPSG	SRF	20-180-00
SPO-SPSG-SRF-0-8-5-00_bin-642	.	Sar	Bacillariophyta	Coscinodiscophyceae	.	.	.	.	.	SPO-SPSG	SRF	0-8-5-00
SPO-PEOD-DCM-20-180-00_bin-18	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Harpacticoida	Harpacticidae	Tigriopus	Tigriopus californicus	SPO-PEOD	DCM	20-180-00
SPO-SPSG-SRF-180-2000-00_bin-207	Metazoa	Opisthokonta	Chordata	Actinopteri	Neopterygii	.	.	.	.	SPO-SPSG	SRF	180-2000-00
NAO-all-MIX-0-8-5-00_bin-170	.	Sar	Bacillariophyta	Dictyochophyceae	.	Florenciellales	.	Florenciella	Florenciella parvula	NAO-all	MIX	0-8-5-00
MS-all-SRF-0-8-5-00_bin-93	Viridiplantae	.	Chlorophyta	Mamiellophyceae	.	Mamiellales	Mamiellaceae	Micromonas	Micromonas pusilla	MS-all	SRF	0-8-5-00
SPO-PEOD-DCM-180-2000-00_bin-9	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	.	.	.	.	SPO-PEOD	DCM	180-2000-00
SPO-SPSG-SRF-180-2000-00_bin-136	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	.	.	.	.	SPO-SPSG	SRF	180-2000-00
SAO-all-SRF-0-8-5-00_bin-42	.	Sar	Bacillariophyta	Coscinodiscophyceae	Thalassiosirophycidae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	Thalassiosira antarctica	SAO-all	SRF	0-8-5-00
SPO-CHIL-MES-0-8-5-00_bin-26	Fungi	Opisthokonta	Ascomycota	Leotiomycetes	.	Helotiales	Mollisiaceae	Rhynchosporium	Rhynchosporium commune	SPO-CHIL	MES	0-8-5-00
NAO-all-SRF-0-8-5-00_bin-334	Viridiplantae	.	Chlorophyta	Mamiellophyceae	.	.	Pycnococcaceae	Pycnococcus	.	NAO-all	SRF	0-8-5-00
SAO-all-SRF-20-180-00_bin-42	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	SAO-all	SRF	20-180-00
NAO-all-SRF-20-180-00_bin-82	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	NAO-all	SRF	20-180-00
NPO-all-DCM-0-8-5-00_bin-17	.	Sar	Bacillariophyta	Coscinodiscophyceae	.	.	.	.	.	NPO-all	DCM	0-8-5-00
SPO-all-DCM-0-8-5-00_bin-127	Viridiplantae	.	Chlorophyta	Mamiellophyceae	.	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus prasinos	SPO-all	DCM	0-8-5-00
SPO-all-SRF-0-8-5-00_bin-906	Viridiplantae	core chlorophytes	Chlorophyta	Trebouxiophyceae	.	Chlorodendrales	Chlorodendraceae	Tetraselmis	.	SPO-all	SRF	0-8-5-00
SPO-PEOD-SRF-5-20-00_bin-37	Viridiplantae	.	Chlorophyta	Mamiellophyceae	.	.	Pycnococcaceae	Pycnococcus	.	SPO-PEOD	SRF	5-20-00
SPO-all-SRF-180-2000-00_bin-308	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	.	.	.	SPO-all	SRF	180-2000-00
SPO-all-SRF-0-8-5-00_bin-1039	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	.	.	.	SPO-all	SRF	0-8-5-00
SAO-all-SRF-0-8-5-00_bin-284	Viridiplantae	.	Chlorophyta	.	.	.	Pycnococcaceae	Pycnococcus	.	SAO-all	SRF	0-8-5-00
NAO-all-MES-0-8-5-00_bin-268	Fungi	Opisthokonta	Ascomycota	Leotiomycetes	.	Helotiales	Mollisiaceae	Rhynchosporium	Rhynchosporium commune	NAO-all	MES	0-8-5-00
SPO-SPSG-DCM-20-180-00_bin-23	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Hymenoptera	.	.	.	SPO-SPSG	DCM	20-180-00
SAO-all-SRF-0-8-5-00_bin-559	.	Sar	Bacillariophyta	Coscinodiscophyceae	.	.	.	.	.	SAO-all	SRF	0-8-5-00
NAO-all-MIX-5-20-00_bin-5	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	NAO-all	MIX	5-20-00
NPO-all-DCM-20-180-00_bin-55	Viridiplantae	.	Chlorophyta	Mamiellophyceae	.	.	Pycnococcaceae	Pycnococcus	.	NPO-all	DCM	20-180-00
SAO-all-SRF-5-20-00_bin-29	.	Sar	Bacillariophyta	Bacillariophyceae	.	Bacillariales	Bacillariaceae	Fragilariopsis	Fragilariopsis kerguelensis	SAO-all	SRF	5-20-00
NAO-all-SRF-20-180-00_bin-8	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	.	.	.	NAO-all	SRF	20-180-00
SPO-SPSG-SRF-20-180-00_bin-68	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	SPO-SPSG	SRF	20-180-00
IO-all-SRF-0-8-5-00_bin-141	.	Sar	Bacillariophyta	Coscinodiscophyceae	.	.	.	.	.	IO-all	SRF	0-8-5-00
SAO-all-SRF-5-20-00_bin-54	Viridiplantae	Embryophyta	Streptophyta	Magnoliopsida	.	Fabales	Fabaceae	Trifolium	Trifolium pratense	SAO-all	SRF	5-20-00
SAO-all-SRF-5-20-00_bin-23	Viridiplantae	Embryophyta	Streptophyta	Magnoliopsida	.	Fabales	Fabaceae	Trifolium	Trifolium pratense	SAO-all	SRF	5-20-00
NAO-all-MIX-0-8-5-00_bin-142	.	Sar	Bacillariophyta	Bolidophyceae	Chaetocerotophycidae	Parmales	Triparmaceae	Bolidomonas	Triparma pacifica	NAO-all	MIX	0-8-5-00
SPO-SPSG-SRF-20-180-00_bin-62	Viridiplantae	core chlorophytes	Chlorophyta	Trebouxiophyceae	.	.	.	Picochlorum	.	SPO-SPSG	SRF	20-180-00
SPO-CHIL-SRF-0-8-5-00_bin-39	Viridiplantae	.	Chlorophyta	Mamiellophyceae	.	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus prasinos	SPO-CHIL	SRF	0-8-5-00
MS-all-SRF-5-20-00_bin-56	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	MS-all	SRF	5-20-00
MS-all-DCM-180-2000-00_bin-18	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	MS-all	DCM	180-2000-00
SPO-SPSG-SRF-180-2000-00_bin-2	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	SPO-SPSG	SRF	180-2000-00
NAO-all-DCM-0-8-5-00_bin-171	Viridiplantae	.	Chlorophyta	Mamiellophyceae	.	Mamiellales	Mamiellaceae	Micromonas	Micromonas pusilla	NAO-all	DCM	0-8-5-00
NAO-all-SRF-0-8-5-00_bin-507	Viridiplantae	.	Chlorophyta	Mamiellophyceae	.	Mamiellales	Mamiellaceae	Micromonas	Micromonas pusilla	NAO-all	SRF	0-8-5-00
NPO-all-MES-0-8-5-00_bin-163	Fungi	Opisthokonta	Ascomycota	Dothideomycetes	Pleosporomycetidae	Venturiales	Sympoventuriaceae	Verruconis	Verruconis gallopava	NPO-all	MES	0-8-5-00
NAO-all-SRF-5-20-00_bin-31	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	NAO-all	SRF	5-20-00
NPO-all-DCM-20-180-00_bin-25	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	.	.	.	NPO-all	DCM	20-180-00
