ID	kingdom	clade	phylum	class	subclass	order	family	genus	species	region	depth	size_fraction
MS-all-DCM-0-8-5-00_bin-320	Viridiplantae	.	Chlorophyta	Mamiellophyceae	.	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus prasinos	MS-all	DCM	0-8-5-00
NAO-all-DCM-20-180-00_bin-17	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	Culicidae	.	.	NAO-all	DCM	20-180-00
SAO-all-DCM-0-8-5-00_bin-282	.	Prymnesiophyceae	Haptista	Haptophyta	.	Prymnesiales	Chrysochromulinaceae	Chrysochromulina	Chrysochromulina rotalis	SAO-all	DCM	0-8-5-00
IO-all-DCM-20-180-00_bin-66	Metazoa	Opisthokonta	Chordata	Aves	.	.	.	.	.	IO-all	DCM	20-180-00
SPO-all-DCM-0-8-5-00_bin-527	.	Amoebozoa	Discosea	Flabellinia	.	Dactylopodida	Vannellidae	Stygamoeba	Stygamoeba regulata	SPO-all	DCM	0-8-5-00
IO-all-SRF-0-8-5-00_bin-302	.	Sar	.	Dinophyceae	.	Gonyaulacales	Gonyaulacaceae	Alexandrium	.	IO-all	SRF	0-8-5-00
SPO-SPSG-SRF-0-8-5-00_bin-104	.	Sar	Bacillariophyta	Coscinodiscophyceae	.	.	.	.	.	SPO-SPSG	SRF	0-8-5-00
NAO-all-MIX-0-8-5-00_bin-271	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	.	.	.	NAO-all	MIX	0-8-5-00
NAO-all-MIX-20-180-00_bin-24	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	.	.	.	NAO-all	MIX	20-180-00
SPO-all-SRF-20-180-00_bin-137	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	.	.	.	.	SPO-all	SRF	20-180-00
MS-all-SRF-20-180-00_bin-44	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	MS-all	SRF	20-180-00
NPO-all-SRF-0-8-5-00_bin-105	Viridiplantae	.	Chlorophyta	Palmophyllophyceae	.	Prasinococcales	Prasinococcaceae	Prasinoderma	Prasinoderma singulare	NPO-all	SRF	0-8-5-00
NPO-all-DCM-5-20-00_bin-24	Viridiplantae	.	Chlorophyta	.	.	.	Pycnococcaceae	Pycnococcus	.	NPO-all	DCM	5-20-00
SPO-CHIL-DCM-0-8-5-00_bin-46	Viridiplantae	.	Chlorophyta	Mamiellophyceae	.	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus prasinos	SPO-CHIL	DCM	0-8-5-00
SAO-all-SRF-20-180-00_bin-78	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	SAO-all	SRF	20-180-00
MS-all-DCM-20-180-00_bin-72	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	MS-all	DCM	20-180-00
SPO-all-SRF-180-2000-00_bin-173	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Lepidoptera	.	.	.	SPO-all	SRF	180-2000-00
IO-all-SRF-0-8-5-00_bin-504	.	.	.	Cryptophyceae	.	Pyrenomonadales	Geminigeraceae	Geminigera	Geminigera cryophila	IO-all	SRF	0-8-5-00
IO-all-SRF-5-20-00_bin-101	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Hymenoptera	Formicidae	.	.	IO-all	SRF	5-20-00
MS-all-SRF-180-2000-00_bin-83	Metazoa	Opisthokonta	Chordata	Aves	.	.	.	.	.	MS-all	SRF	180-2000-00
RS-all-SRF-0-8-5-00_bin-7	.	.	.	Cryptophyceae	.	Pyrenomonadales	Geminigeraceae	Geminigera	Geminigera cryophila	RS-all	SRF	0-8-5-00
NPO-all-SRF-0-8-5-00_bin-249	.	Sar	Bacillariophyta	Coscinodiscophyceae	.	.	.	.	.	NPO-all	SRF	0-8-5-00
SPO-all-DCM-0-8-5-00_bin-251	Metazoa	Opisthokonta	Chordata	Choanoflagellata	.	Craspedida	Salpingoecidae	Salpingoeca	Salpingoeca rosetta	SPO-all	DCM	0-8-5-00
IO-all-SRF-0-8-5-00_bin-579	.	Prymnesiophyceae	Haptista	Haptophyta	.	Prymnesiales	Chrysochromulinaceae	Chrysochromulina	Chrysochromulina rotalis	IO-all	SRF	0-8-5-00
SPO-SPSG-SRF-0-8-5-00_bin-672	.	Amoebozoa	Discosea	Flabellinia	.	Dactylopodida	Vannellidae	Vannella	Stygamoeba regulata	SPO-SPSG	SRF	0-8-5-00
SPO-PEOD-SRF-20-180-00_bin-14	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	SPO-PEOD	SRF	20-180-00
NAO-all-SRF-20-180-00_bin-19	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	NAO-all	SRF	20-180-00
SAO-all-SRF-20-180-00_bin-40	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Harpacticoida	Harpacticidae	Tigriopus	Tigriopus californicus	SAO-all	SRF	20-180-00
MS-all-SRF-20-180-00_bin-98	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	MS-all	SRF	20-180-00
SPO-all-SRF-20-180-00_bin-105	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	Culicidae	.	.	SPO-all	SRF	20-180-00
SPO-all-SRF-20-180-00_bin-172	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	SPO-all	SRF	20-180-00
IO-all-DCM-20-180-00_bin-54	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Harpacticoida	Harpacticidae	Tigriopus	Tigriopus californicus	IO-all	DCM	20-180-00
NAO-all-SRF-180-2000-00_bin-59	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	NAO-all	SRF	180-2000-00
MS-all-SRF-5-20-00_bin-9	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Harpacticoida	Harpacticidae	Tigriopus	Tigriopus californicus	MS-all	SRF	5-20-00
NAO-all-DCM-20-180-00_bin-25	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	NAO-all	DCM	20-180-00
SPO-all-SRF-0-8-5-00_bin-459	.	Prymnesiophyceae	Haptista	Haptophyta	.	Isochrysidales	Isochrysidaceae	Isochrysis	Chrysotila carterae	SPO-all	SRF	0-8-5-00
NAO-all-SRF-180-2000-00_bin-24	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	Culicidae	.	.	NAO-all	SRF	180-2000-00
IO-all-DCM-0-8-5-00_bin-306	Viridiplantae	.	Chlorophyta	Mamiellophyceae	.	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus prasinos	IO-all	DCM	0-8-5-00
MS-all-DCM-0-8-5-00_bin-318	.	Sar	Bacillariophyta	Chrysophyceae	.	Chromulinales	Paraphysomonadaceae	Paraphysomonas	Paraphysomonas bandaiensis	MS-all	DCM	0-8-5-00
SPO-SPSG-SRF-5-20-00_bin-3	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	SPO-SPSG	SRF	5-20-00
IO-all-SRF-180-2000-00_bin-44	Viridiplantae	core chlorophytes	Chlorophyta	Chlorophyceae	.	Chlamydomonadales	Chlamydomonadaceae	Chlamydomonas	Chlamydomonas euryale	IO-all	SRF	180-2000-00
NAO-all-SRF-0-8-5-00_bin-231	Viridiplantae	.	Chlorophyta	Mamiellophyceae	.	Mamiellales	Pycnococcaceae	Pycnococcus	Pycnococcus provasolii	NAO-all	SRF	0-8-5-00
MS-all-SRF-0-8-5-00_bin-198	.	.	.	Cryptophyceae	.	Pyrenomonadales	Geminigeraceae	Geminigera	Geminigera cryophila	MS-all	SRF	0-8-5-00
SPO-all-SRF-0-8-5-00_bin-341	.	Prymnesiophyceae	Haptista	Haptophyta	.	Prymnesiales	Chrysochromulinaceae	Chrysochromulina	Chrysochromulina rotalis	SPO-all	SRF	0-8-5-00
NAO-all-MIX-0-8-5-00_bin-161	Viridiplantae	.	Chlorophyta	Mamiellophyceae	.	.	Pycnococcaceae	Pycnococcus	.	NAO-all	MIX	0-8-5-00
SAO-all-DCM-0-8-5-00_bin-441	.	Sar	Bacillariophyta	Mediophyceae	Cymatosirophycidae	Cymatosirales	Cymatosiraceae	Extubocellulus	Extubocellulus spinifer	SAO-all	DCM	0-8-5-00
SPO-PEOD-SRF-20-180-00_bin-35	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	SPO-PEOD	SRF	20-180-00
SAO-all-SRF-180-2000-00_bin-37	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	.	.	.	SAO-all	SRF	180-2000-00
NAO-all-SRF-0-8-5-00_bin-523	.	.	.	Cryptophyceae	.	Pyrenomonadales	Geminigeraceae	Geminigera	Geminigera cryophila	NAO-all	SRF	0-8-5-00
NPO-all-DCM-0-8-5-00_bin-223	.	Sar	Bacillariophyta	Dictyochophyceae	.	Florenciellales	.	Florenciella	Florenciella parvula	NPO-all	DCM	0-8-5-00
SPO-all-SRF-20-180-00_bin-13	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	.	.	.	SPO-all	SRF	20-180-00
RS-all-SRF-180-2000-00_bin-8	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	RS-all	SRF	180-2000-00
IO-all-SRF-0-8-5-00_bin-34	.	Sar	Bacillariophyta	Chrysophyceae	.	Chromulinales	Chromulinaceae	Ochromonas	Paraphysomonas bandaiensis	IO-all	SRF	0-8-5-00
NAO-all-DCM-5-20-00_bin-19	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	.	.	.	NAO-all	DCM	5-20-00
SO-all-DCM-0-8-5-00_bin-35	.	Sar	.	Dinophyceae	.	Gonyaulacales	Gonyaulacaceae	Alexandrium	.	SO-all	DCM	0-8-5-00
NPO-all-SRF-5-20-00_bin-46	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	NPO-all	SRF	5-20-00
SPO-all-SRF-0-8-5-00_bin-502	Viridiplantae	core chlorophytes	Chlorophyta	Trebouxiophyceae	.	.	.	Picochlorum	.	SPO-all	SRF	0-8-5-00
SPO-all-SRF-0-8-5-00_bin-496	.	Sar	.	Dinophyceae	.	Gonyaulacales	Gonyaulacaceae	Alexandrium	Alexandrium tamarense	SPO-all	SRF	0-8-5-00
SAO-all-MES-0-8-5-00_bin-166	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	Culicidae	.	.	SAO-all	MES	0-8-5-00
IO-all-SRF-20-180-00_bin-43	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	IO-all	SRF	20-180-00
SPO-SPSG-SRF-5-20-00_bin-57	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	SPO-SPSG	SRF	5-20-00
RS-all-SRF-0-8-5-00_bin-17	.	Sar	Bacillariophyta	Bacillariophyceae	.	Bacillariales	Bacillariaceae	Cylindrotheca	Cylindrotheca closterium	RS-all	SRF	0-8-5-00
NAO-all-SRF-0-8-5-00_bin-289	.	Sar	Bacillariophyta	Dictyochophyceae	.	Pedinellales	.	Florenciella	Pteridomonas danica	NAO-all	SRF	0-8-5-00
SAO-all-SRF-0-8-5-00_bin-333	.	Sar	Bacillariophyta	Bacillariophyceae	.	Bacillariales	Bacillariaceae	Fragilariopsis	Fragilariopsis kerguelensis	SAO-all	SRF	0-8-5-00
NAO-all-SRF-20-180-00_bin-32	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Hymenoptera	Formicidae	.	.	NAO-all	SRF	20-180-00
NAO-all-MIX-20-180-00_bin-37	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	.	.	.	NAO-all	MIX	20-180-00
SAO-all-SRF-20-180-00_bin-61	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	.	.	.	SAO-all	SRF	20-180-00
SPO-all-SRF-0-8-5-00_bin-508	Viridiplantae	core chlorophytes	Chlorophyta	Trebouxiophyceae	.	.	Pycnococcaceae	Pycnococcus	.	SPO-all	SRF	0-8-5-00
NAO-all-DCM-0-8-5-00_bin-160	Viridiplantae	.	Chlorophyta	Mamiellophyceae	.	Mamiellales	Mamiellaceae	Micromonas	Micromonas pusilla	NAO-all	DCM	0-8-5-00
SPO-all-SRF-180-2000-00_bin-184	Metazoa	Opisthokonta	Chordata	Aves	.	.	.	.	.	SPO-all	SRF	180-2000-00
SO-all-SRF-0-8-5-00_bin-112	.	Sar	.	Dinophyceae	.	Gonyaulacales	Gonyaulacaceae	Alexandrium	.	SO-all	SRF	0-8-5-00
NPO-all-DCM-0-8-5-00_bin-316	.	.	Proteobacteria	Deltaproteobacteria	.	Myxococcales	Archangiaceae	Myxococcus	Cystobacter fuscus	NPO-all	DCM	0-8-5-00
MS-all-SRF-0-8-5-00_bin-479	.	Sar	Bacillariophyta	Coscinodiscophyceae	.	.	.	.	.	MS-all	SRF	0-8-5-00
IO-all-DCM-0-8-5-00_bin-111	.	Prymnesiophyceae	Haptista	Haptophyta	.	Prymnesiales	Prymnesiaceae	Chrysochromulina	Chrysochromulina rotalis	IO-all	DCM	0-8-5-00
NAO-all-MIX-0-8-5-00_bin-124	.	.	.	Cryptophyceae	.	Pyrenomonadales	Geminigeraceae	Geminigera	Geminigera cryophila	NAO-all	MIX	0-8-5-00
SO-all-SRF-5-20-00_bin-55	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Lepidoptera	.	.	.	SO-all	SRF	5-20-00
SAO-all-SRF-0-8-5-00_bin-105	.	Sar	.	Dinophyceae	.	Gonyaulacales	Gonyaulacaceae	Alexandrium	.	SAO-all	SRF	0-8-5-00
NPO-all-SRF-0-8-5-00_bin-250	.	.	Proteobacteria	Deltaproteobacteria	.	Myxococcales	Archangiaceae	Myxococcus	Cystobacter fuscus	NPO-all	SRF	0-8-5-00
NPO-all-SRF-20-180-00_bin-72	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	.	.	.	NPO-all	SRF	20-180-00
SAO-all-SRF-5-20-00_bin-32	Viridiplantae	Embryophyta	Streptophyta	Magnoliopsida	.	Fabales	Fabaceae	Trifolium	Trifolium pratense	SAO-all	SRF	5-20-00
SPO-all-SRF-20-180-00_bin-268	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	Culicidae	.	.	SPO-all	SRF	20-180-00
SPO-SPSG-SRF-20-180-00_bin-97	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	.	.	.	SPO-SPSG	SRF	20-180-00
SPO-all-SRF-20-180-00_bin-21	.	Sar	Ciliophora	Spirotrichea	Choreotrichia	Tintinnida	Oxytrichidae	Schmidingerella	Schmidingerella taraikaensis	SPO-all	SRF	20-180-00
NPO-all-SRF-20-180-00_bin-78	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	NPO-all	SRF	20-180-00
NPO-all-DCM-0-8-5-00_bin-211	Viridiplantae	core chlorophytes	Chlorophyta	Chlorodendrophyceae	.	Chlorodendrales	Chlorodendraceae	Tetraselmis	Tetraselmis striata	NPO-all	DCM	0-8-5-00
NPO-all-DCM-20-180-00_bin-33	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	NPO-all	DCM	20-180-00
SPO-all-DCM-0-8-5-00_bin-332	Viridiplantae	core chlorophytes	Chlorophyta	Trebouxiophyceae	.	Chlorodendrales	Chlorodendraceae	Picochlorum	.	SPO-all	DCM	0-8-5-00
SPO-all-SRF-0-8-5-00_bin-633	Viridiplantae	core chlorophytes	Chlorophyta	Chlorophyceae	.	Chlamydomonadales	Chlamydomonadaceae	Chlamydomonas	.	SPO-all	SRF	0-8-5-00
SPO-SPSG-DCM-20-180-00_bin-32	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Hymenoptera	Formicidae	.	.	SPO-SPSG	DCM	20-180-00
SAO-all-SRF-20-180-00_bin-59	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	.	.	.	SAO-all	SRF	20-180-00
MS-all-SRF-20-180-00_bin-81	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	.	.	.	MS-all	SRF	20-180-00
MS-all-SRF-20-180-00_bin-18	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	MS-all	SRF	20-180-00
SAO-all-SRF-0-8-5-00_bin-59	.	Sar	Bacillariophyta	Dictyochophyceae	.	Florenciellales	.	Florenciella	Florenciella parvula	SAO-all	SRF	0-8-5-00
MS-all-DCM-0-8-5-00_bin-636	Viridiplantae	.	Chlorophyta	Mamiellophyceae	.	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus prasinos	MS-all	DCM	0-8-5-00
SPO-all-SRF-180-2000-00_bin-69	Metazoa	Opisthokonta	Chordata	Aves	.	.	.	.	.	SPO-all	SRF	180-2000-00
IO-all-SRF-20-180-00_bin-71	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	IO-all	SRF	20-180-00
SPO-all-SRF-0-8-5-00_bin-1028	.	Sar	Bacillariophyta	Chrysophyceae	.	Chromulinales	Paraphysomonadaceae	Paraphysomonas	Paraphysomonas bandaiensis	SPO-all	SRF	0-8-5-00
SPO-all-SRF-20-180-00_bin-185	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	SPO-all	SRF	20-180-00
RS-all-SRF-20-180-00_bin-20	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	.	.	.	RS-all	SRF	20-180-00
SPO-all-SRF-0-8-5-00_bin-867	Viridiplantae	.	Chlorophyta	Mamiellophyceae	.	Mamiellales	Bathycoccaceae	Ostreococcus	Ostreococcus sp. 'lucimarinus'	SPO-all	SRF	0-8-5-00
SPO-all-SRF-180-2000-00_bin-263	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	Culicidae	Anopheles	.	SPO-all	SRF	180-2000-00
SPO-all-SRF-180-2000-00_bin-214	Metazoa	Opisthokonta	Chordata	Aves	.	.	.	.	.	SPO-all	SRF	180-2000-00
MS-all-SRF-0-8-5-00_bin-677	.	Sar	.	Dinophyceae	.	Gonyaulacales	Gonyaulacaceae	Alexandrium	Alexandrium tamarense	MS-all	SRF	0-8-5-00
SAO-all-SRF-20-180-00_bin-53	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Harpacticoida	Harpacticidae	Tigriopus	Tigriopus californicus	SAO-all	SRF	20-180-00
MS-all-SRF-20-180-00_bin-65	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	MS-all	SRF	20-180-00
MS-all-SRF-20-180-00_bin-12	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Harpacticoida	Harpacticidae	Tigriopus	Tigriopus californicus	MS-all	SRF	20-180-00
IO-all-DCM-180-2000-00_bin-20	Metazoa	Opisthokonta	Chordata	Aves	.	.	.	.	.	IO-all	DCM	180-2000-00
RS-all-SRF-0-8-5-00_bin-105	Viridiplantae	.	Chlorophyta	.	.	.	Pycnococcaceae	Pycnococcus	.	RS-all	SRF	0-8-5-00
SPO-SPSG-SRF-20-180-00_bin-153	Metazoa	Opisthokonta	Mollusca	Gastropoda	Heterobranchia	Aplysiida	Aplysiidae	Aplysia	Aplysia californica	SPO-SPSG	SRF	20-180-00
SPO-all-SRF-180-2000-00_bin-164	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	SPO-all	SRF	180-2000-00
NAO-all-SRF-0-8-5-00_bin-152	.	Sar	.	Dinophyceae	.	Gonyaulacales	Gonyaulacaceae	Alexandrium	.	NAO-all	SRF	0-8-5-00
SO-all-SRF-0-8-5-00_bin-31	.	Sar	Bacillariophyta	Coscinodiscophyceae	.	.	.	.	.	SO-all	SRF	0-8-5-00
SPO-all-SRF-20-180-00_bin-52	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	.	.	.	SPO-all	SRF	20-180-00
IO-all-DCM-20-180-00_bin-105	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	IO-all	DCM	20-180-00
SPO-SPSG-SRF-20-180-00_bin-93	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Harpacticoida	Harpacticidae	Tigriopus	Tigriopus californicus	SPO-SPSG	SRF	20-180-00
NPO-all-SRF-20-180-00_bin-76	Viridiplantae	core chlorophytes	Chlorophyta	Trebouxiophyceae	.	Chlorodendrales	Chlorodendraceae	Tetraselmis	.	NPO-all	SRF	20-180-00
SPO-SPSG-SRF-20-180-00_bin-99	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	SPO-SPSG	SRF	20-180-00
NPO-all-SRF-180-2000-00_bin-22	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	NPO-all	SRF	180-2000-00
SAO-all-DCM-0-8-5-00_bin-594	.	Prymnesiophyceae	Haptista	Haptophyta	.	Prymnesiales	Prymnesiaceae	Chrysochromulina	Chrysochromulina rotalis	SAO-all	DCM	0-8-5-00
SAO-all-SRF-20-180-00_bin-2	.	Sar	Ciliophora	Spirotrichea	Choreotrichia	Tintinnida	Rhabdonellidae	Schmidingerella	Schmidingerella taraikaensis	SAO-all	SRF	20-180-00
SAO-all-SRF-0-8-5-00_bin-546	Viridiplantae	.	Chlorophyta	Mamiellophyceae	.	Dolichomastigales	Pycnococcaceae	Pycnococcus	Pycnococcus provasolii	SAO-all	SRF	0-8-5-00
SPO-all-SRF-0-8-5-00_bin-25	Viridiplantae	core chlorophytes	Chlorophyta	Chlorodendrophyceae	.	Chlorodendrales	Chlorodendraceae	Tetraselmis	Tetraselmis striata	SPO-all	SRF	0-8-5-00
IO-all-SRF-5-20-00_bin-65	Viridiplantae	core chlorophytes	Chlorophyta	Trebouxiophyceae	.	Chlorodendrales	Chlorodendraceae	Picochlorum	.	IO-all	SRF	5-20-00
SPO-all-DCM-0-8-5-00_bin-575	Fungi	Opisthokonta	Ascomycota	Leotiomycetes	.	Helotiales	Mollisiaceae	Rhynchosporium	Rhynchosporium commune	SPO-all	DCM	0-8-5-00
SAO-all-SRF-20-180-00_bin-20	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	Culicidae	Anopheles	.	SAO-all	SRF	20-180-00
SPO-all-DCM-0-8-5-00_bin-138	Viridiplantae	core chlorophytes	Chlorophyta	.	.	.	Pycnococcaceae	Pycnococcus	.	SPO-all	DCM	0-8-5-00
SO-all-DCM-0-8-5-00_bin-74	.	Sar	.	Dinophyceae	.	Gonyaulacales	Gonyaulacaceae	Alexandrium	.	SO-all	DCM	0-8-5-00
SAO-all-DCM-20-180-00_bin-16	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	SAO-all	DCM	20-180-00
SPO-all-SRF-180-2000-00_bin-289	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	SPO-all	SRF	180-2000-00
IO-all-DCM-20-180-00_bin-49	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	Culicidae	.	.	IO-all	DCM	20-180-00
NAO-all-SRF-180-2000-00_bin-33	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	NAO-all	SRF	180-2000-00
SPO-SPSG-SRF-180-2000-00_bin-129	Metazoa	Opisthokonta	Chordata	Aves	.	.	.	.	.	SPO-SPSG	SRF	180-2000-00
MS-all-SRF-0-8-5-00_bin-333	.	Prymnesiophyceae	Haptista	Haptophyta	.	Prymnesiales	Prymnesiaceae	Chrysochromulina	Chrysochromulina rotalis	MS-all	SRF	0-8-5-00
SPO-SPSG-SRF-20-180-00_bin-38	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	.	.	.	SPO-SPSG	SRF	20-180-00
IO-all-SRF-0-8-5-00_bin-166	.	Sar	Bacillariophyta	Dictyochophyceae	.	Florenciellales	.	Florenciella	Florenciella parvula	IO-all	SRF	0-8-5-00
MS-all-SRF-0-8-5-00_bin-196	.	Prymnesiophyceae	Haptista	Haptophyta	.	Prymnesiales	Prymnesiaceae	Chrysochromulina	Chrysochromulina rotalis	MS-all	SRF	0-8-5-00
IO-all-SRF-20-180-00_bin-128	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	.	.	.	IO-all	SRF	20-180-00
SAO-all-SRF-180-2000-00_bin-33	Metazoa	Opisthokonta	Chordata	Aves	.	.	.	.	.	SAO-all	SRF	180-2000-00
NAO-all-SRF-0-8-5-00_bin-550	Viridiplantae	.	Chlorophyta	Mamiellophyceae	.	Mamiellales	Mamiellaceae	Micromonas	Micromonas pusilla	NAO-all	SRF	0-8-5-00
SAO-all-SRF-0-8-5-00_bin-590	.	Sar	Bacillariophyta	Dictyochophyceae	.	Pedinellales	.	Florenciella	Pteridomonas danica	SAO-all	SRF	0-8-5-00
NAO-all-MIX-180-2000-00_bin-12	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	.	.	.	NAO-all	MIX	180-2000-00
SPO-all-SRF-0-8-5-00_bin-775	.	Amoebozoa	Discosea	Flabellinia	.	Dactylopodida	Vannellidae	Stygamoeba	Stygamoeba regulata	SPO-all	SRF	0-8-5-00
MS-all-SRF-0-8-5-00_bin-542	.	Sar	Bacillariophyta	Chrysophyceae	.	Chromulinales	Paraphysomonadaceae	Paraphysomonas	Paraphysomonas bandaiensis	MS-all	SRF	0-8-5-00
