ID	kingdom	clade	phylum	class	subclass	order	family	genus	species
TARA_PSE_93_MAG_00216	.	.	Bacillariophyta	Coscinodiscophyceae	Coscinodiscophycidae	Melosirales	Stephanopyxidaceae	Stephanopyxis	Stephanopyxis turris
TARA_AOS_82_MAG_00050	.	.	Bacillariophyta	Mediophyceae	Cymatosirophycidae	Cymatosirales	Cymatosiraceae	Extubocellulus	Extubocellulus spinifer
TARA_MED_95_MAG_00511	.	Sar	Bacillariophyta	Coscinodiscophyceae	Coscinodiscophycidae	Melosirales	Stephanopyxidaceae	Stephanopyxis	Stephanopyxis turris
TARA_RED_19_MAG_00056	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis
TARA_AOS_82_MAG_00149	.	.	.	Haptophyceae	.	Prymnesiales	Prymnesiaceae	Haptolina	Chrysochromulina rotalis
TARA_PON_109_MAG_00222	Viridiplantae	.	Chlorophyta	Chlorodendrophyceae	.	Chlorodendrales	Chlorodendraceae	Tetraselmis	Dolichomastix tenuilepis
TARA_PSE_93_MAG_00209	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis
TARA_MED_95_MAG_00399	.	.	Bacillariophyta	Coscinodiscophyceae	Chaetocerotophycidae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	Chaetoceros affinis
TARA_ION_45_MAG_00149	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis
TARA_ION_45_MAG_00193	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis
TARA_IOS_50_MAG_00124	.	.	.	Pelagophyceae	.	Pelagomonadales	.	Aureococcus	Aureococcus anophagefferens
TARA_MED_95_MAG_00481	.	Sar	Bacillariophyta	Coscinodiscophyceae	Coscinodiscophycidae	Melosirales	Stephanopyxidaceae	Stephanopyxis	Stephanopyxis turris
TARA_ION_45_MAG_00162	.	Sar	Bacillariophyta	Dictyochophyceae	.	Florenciellales	.	Florenciella	Florenciella parvula
TARA_MED_95_MAG_00419	Viridiplantae	.	Chlorophyta	Mamiellophyceae	.	Dolichomastigales	Pycnococcaceae	Pycnococcus	Pycnococcus provasolii
TARA_ION_45_MAG_00187	.	.	Cryptophyta	.	.	Cryptomonadales	Goniomonadaceae	Goniomonas	Goniomonas pacifica
TARA_AOS_82_MAG_00150	.	Sar	Bacillariophyta	Coscinodiscophyceae	.	.	.	.	.
TARA_PSW_86_MAG_00281	.	.	Bacillariophyta	Bacillariophyceae	.	Bacillariales	Bacillariaceae	Fragilariopsis	Fragilariopsis kerguelensis
Metagenome_centric_SAG_TOSAG41_8_bis	.	Sar	.	Dinophyceae	.	Oxyrrhinales	Oxyrrhinaceae	Oxyrrhis	Oxyrrhis marina
TARA_PSW_86_MAG_00299	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis
TARA_SOC_28_MAG_00054	Metazoa	Opisthokonta	Chordata	Choanoflagellata	.	Acanthoecida	Acanthoecidae	Acanthoeca	Salpingoeca rosetta
TARA_ARC_108_MAG_00258	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis
TARA_AOS_82_MAG_00175	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Harpacticoida	Harpacticidae	Tigriopus	Tigriopus californicus
TARA_ARC_108_MAG_00289	.	.	.	Haptophyceae	.	Prymnesiales	Chrysochromulinaceae	Chrysochromulina	Chrysochromulina rotalis
TARA_AON_82_MAG_00297	Viridiplantae	.	Chlorophyta	Mamiellophyceae	.	Mamiellales	Mamiellaceae	Micromonas	Micromonas pusilla
TARA_ARC_108_MAG_00215	.	.	.	Chrysophyceae	.	Chromulinales	Chromulinaceae	Paraphysomonas	Paraphysomonas bandaiensis
TARA_ION_45_MAG_00030	Viridiplantae	.	Chlorophyta	Mamiellophyceae	.	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus prasinos
TARA_ARC_108_MAG_00291	.	Sar	.	Dinophyceae	.	Gonyaulacales	Gonyaulacaceae	Alexandrium	.
Metagenome_centric_SAG_TOSAG47_5	.	Sar	.	Dinophyceae	.	Syndiniales	Amoebophryaceae	Amoebophrya	Amoebophrya sp.
TARA_ARC_108_MAG_00227	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Hymenoptera	.	.	.
TARA_PSE_93_MAG_00234	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Harpacticoida	Harpacticidae	Tigriopus	Tigriopus californicus
TARA_SOC_28_MAG_00051	.	Sar	Bacillariophyta	Coscinodiscophyceae	Thalassiosirophycidae	Thalassiosirales	.	.	.
TARA_PSE_93_MAG_00235	.	.	.	Haptophyceae	.	Isochrysidales	Noelaerhabdaceae	Emiliania	Emiliania huxleyi
TARA_PSE_93_MAG_00247	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis
TARA_IOS_50_MAG_00134	.	.	.	Haptophyceae	.	Prymnesiales	Prymnesiaceae	Prymnesium	Prymnesium polylepis
TARA_ION_45_MAG_00152	.	.	.	Haptophyceae	.	Prymnesiales	Prymnesiaceae	Prymnesium	Prymnesium polylepis
TARA_AON_82_MAG_00280	.	.	.	Chrysophyceae	.	Chromulinales	Paraphysomonadaceae	Paraphysomonas	Paraphysomonas bandaiensis
TARA_MED_95_MAG_00446	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis
TARA_ARC_108_MAG_00225	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	.	.	.
TARA_AOS_82_MAG_00178	.	Sar	Ciliophora	Spirotrichea	Stichotrichia	Sporadotrichida	Oxytrichidae	Oxytricha	Oxytricha trifallax
TARA_PSE_93_MAG_00262	Metazoa	Opisthokonta	Chordata	Mammalia	.	.	.	.	.
TARA_IOS_50_MAG_00114	Viridiplantae	.	Chlorophyta	Chlorodendrophyceae	.	Chlorodendrales	Chlorodendraceae	Tetraselmis	Tetraselmis striata
TARA_MED_95_MAG_00394	.	.	Bacillariophyta	Coscinodiscophyceae	Thalassiosirophycidae	Thalassiosirales	Skeletonemataceae	Skeletonema	Skeletonema costatum
TARA_MED_95_MAG_00503	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Harpacticoida	Harpacticidae	Tigriopus	Tigriopus californicus
TARA_AON_82_MAG_00312	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis
TARA_MED_95_MAG_00404	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis
TARA_AON_82_MAG_00317	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Harpacticoida	Harpacticidae	Tigriopus	Tigriopus californicus
TARA_ARC_108_MAG_00230	.	.	Bacillariophyta	Bacillariophyceae	.	Bacillariales	Bacillariaceae	Pseudo-nitzschia	Pseudo-nitzschia fraudulenta
TARA_ARC_108_MAG_00246	.	.	.	Haptophyceae	.	Prymnesiales	Prymnesiaceae	Prymnesium	Chrysochromulina rotalis
Metagenome_centric_SAG_TOSAG41_9	.	Sar	.	Dinophyceae	.	Oxyrrhinales	Oxyrrhinaceae	Oxyrrhis	Oxyrrhis marina
TARA_AOS_82_MAG_00186	Viridiplantae	.	Chlorophyta	Mamiellophyceae	.	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus prasinos
TARA_MED_95_MAG_00457	Metazoa	Opisthokonta	Chordata	Mammalia	.	Rodentia	.	.	.
TARA_PSW_86_MAG_00307	Metazoa	Opisthokonta	Chordata	Mammalia	.	.	.	.	.
TARA_MED_95_MAG_00502	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis
TARA_AOS_82_MAG_00144	.	.	.	Haptophyceae	.	Prymnesiales	Prymnesiaceae	Haptolina	Chrysochromulina rotalis
TARA_RED_19_MAG_00048	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis
TARA_PSE_93_MAG_00260	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis
TARA_MED_95_MAG_00488	.	Sar	Bacillariophyta	Dictyochophyceae	.	Florenciellales	.	Florenciella	Florenciella parvula
TARA_IOS_50_MAG_00056	.	.	Bacillariophyta	Bacillariophyceae	.	Bacillariales	Bacillariaceae	Cylindrotheca	Cylindrotheca closterium
TARA_ARC_108_MAG_00324	.	.	.	Haptophyceae	.	Prymnesiales	Prymnesiaceae	Haptolina	Haptolina brevifila
TARA_SOC_28_MAG_00052	.	Sar	Bacillariophyta	Coscinodiscophyceae	Thalassiosirophycidae	Thalassiosirales	.	.	.
TARA_PSW_86_MAG_00317	.	.	.	Haptophyceae	.	Prymnesiales	Prymnesiaceae	Chrysochromulina	Chrysochromulina rotalis
TARA_RED_19_MAG_00046	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis
TARA_MED_95_MAG_00421	Viridiplantae	.	Chlorophyta	Mamiellophyceae	.	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus prasinos
TARA_PSE_93_MAG_00241	.	.	Bacillariophyta	Dictyochophyceae	.	Pedinellales	.	Florenciella	Pteridomonas danica
TARA_AON_82_MAG_00351	.	.	.	Haptophyceae	.	Isochrysidales	Noelaerhabdaceae	Emiliania	Emiliania huxleyi
TARA_ARC_108_MAG_00251	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	.	.	.
TARA_PON_109_MAG_00259	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis
TARA_AON_82_MAG_00347	.	Sar	.	Dinophyceae	.	Gonyaulacales	Gonyaulacaceae	Alexandrium	.
TARA_PSW_86_MAG_00256	.	.	Bacillariophyta	Coscinodiscophyceae	Chaetocerotophycidae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	Chaetoceros affinis
TARA_ARC_108_MAG_00234	.	.	Bacillariophyta	Chrysophyceae	.	Chromulinales	Chromulinaceae	Dinobryon	Spumella elongata
TARA_ANE_2018_MAG_00101	Viridiplantae	.	Chlorophyta	Mamiellophyceae	.	Mamiellales	Mamiellaceae	Micromonas	Micromonas pusilla
TARA_AON_82_MAG_00332	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis
TARA_PSW_86_MAG_00253	Viridiplantae	.	Chlorophyta	Palmophyllophyceae	.	Prasinococcales	Prasinococcaceae	Prasinoderma	Prasinoderma coloniale
TARA_MED_95_MAG_00461	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis
TARA_ION_45_MAG_00190	Metazoa	Opisthokonta	Chordata	Actinopteri	Neopterygii	.	.	.	.
TARA_PSE_93_MAG_00250	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Harpacticoida	Harpacticidae	Tigriopus	Tigriopus californicus
TARA_AON_82_MAG_00295	.	.	.	Dictyochophyceae	.	Pelagomonadales	.	Florenciella	Florenciella parvula
TARA_ION_45_MAG_00165	.	Sar	.	Dinophyceae	.	Gonyaulacales	Gonyaulacaceae	Alexandrium	.
TARA_RED_19_MAG_00044	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Harpacticoida	Harpacticidae	Tigriopus	Tigriopus californicus
TARA_MED_95_MAG_00505	Metazoa	Opisthokonta	Arthropoda	Branchiopoda	Phyllopoda	Diplostraca	Daphniidae	Daphnia	Daphnia magna
Metagenome_centric_SAG_TOSAG51_11	.	Sar	Bacillariophyta	Dictyochophyceae	.	Pedinellales	.	Florenciella	Pteridomonas danica
TARA_AON_82_MAG_00301	.	Sar	Bacillariophyta	Dictyochophyceae	.	Florenciellales	.	Florenciella	Florenciella parvula
TARA_MED_95_MAG_00474	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis
TARA_SOC_28_MAG_00031	.	.	Bacillariophyta	Bacillariophyceae	.	Bacillariales	Bacillariaceae	Fragilariopsis	Fragilariopsis kerguelensis
TARA_IOS_50_MAG_00162	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis
TARA_ION_45_MAG_00175	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Harpacticoida	Harpacticidae	Tigriopus	Tigriopus californicus
TARA_PSE_93_MAG_00237	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis
TARA_MED_95_MAG_00308	Viridiplantae	.	Chlorophyta	Mamiellophyceae	.	Mamiellales	Mamiellaceae	Micromonas	Micromonas pusilla
TARA_MED_95_MAG_00512	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis
TARA_ARC_108_MAG_00296	.	Sar	Ciliophora	Spirotrichea	Choreotrichia	Tintinnida	Oxytrichidae	Schmidingerella	Schmidingerella taraikaensis
TARA_PON_109_MAG_00275	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Harpacticoida	Harpacticidae	Tigriopus	Tigriopus californicus
TARA_AON_82_MAG_00307	.	.	.	Dinophyceae	.	Suessiales	Symbiodiniaceae	Symbiodinium	Symbiodinium sp.
TARA_PON_109_MAG_00271	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Harpacticoida	Harpacticidae	Tigriopus	Tigriopus californicus
TARA_AON_82_MAG_00276	.	Sar	Bacillariophyta	Coscinodiscophyceae	.	.	.	.	.
Metagenome_centric_SAG_TOSAG00_12	.	Sar	Bacillariophyta	Coscinodiscophyceae	Coscinodiscophycidae	Melosirales	Stephanopyxidaceae	Stephanopyxis	Stephanopyxis turris
TARA_SOC_28_MAG_00053	.	Sar	Bacillariophyta	Dictyochophyceae	.	Florenciellales	.	Florenciella	Florenciella parvula
TARA_AOS_82_MAG_00145	.	.	.	Haptophyceae	.	Prymnesiales	Prymnesiaceae	Prymnesium	Chrysochromulina rotalis
TARA_ARC_108_MAG_00322	.	Sar	Ciliophora	Spirotrichea	Choreotrichia	Tintinnida	Oxytrichidae	Schmidingerella	Schmidingerella taraikaensis
TARA_MED_95_MAG_00451	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Harpacticoida	Harpacticidae	Tigriopus	Tigriopus californicus
TARA_AOS_82_MAG_00141	.	.	.	Haptophyceae	.	Prymnesiales	Prymnesiaceae	Haptolina	Haptolina brevifila
TARA_AON_82_MAG_00355	.	.	.	Dinophyceae	.	Gonyaulacales	Gonyaulacaceae	Alexandrium	Lingulodinium polyedra
TARA_ARC_108_MAG_00301	.	Sar	Ciliophora	Spirotrichea	Oligotrichia	Sporadotrichida	Strombidiidae	Strombidium	Strombidium inclinatum
TARA_MED_95_MAG_00460	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Harpacticoida	Harpacticidae	Tigriopus	Tigriopus californicus
TARA_MED_95_MAG_00415	.	.	.	Chrysophyceae	.	Chromulinales	Chromulinaceae	Paraphysomonas	Paraphysomonas bandaiensis
TARA_ION_45_MAG_00188	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Harpacticoida	Harpacticidae	Tigriopus	Tigriopus californicus
Metagenome_centric_SAG_TOSAG39_3	.	Sar	Bacillariophyta	Chrysophyceae	.	Chromulinales	Paraphysomonadaceae	Paraphysomonas	Paraphysomonas bandaiensis
TARA_ARC_108_MAG_00276	.	.	Bacillariophyta	Bacillariophyceae	.	Bacillariales	Bacillariaceae	Pseudo-nitzschia	Pseudo-nitzschia fraudulenta
TARA_MED_95_MAG_00480	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Harpacticoida	Harpacticidae	Tigriopus	Tigriopus californicus
TARA_PSE_93_MAG_00253	.	.	Bacillariophyta	Coscinodiscophyceae	Chaetocerotophycidae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	Chaetoceros neogracilis
TARA_ARC_108_MAG_00313	.	.	Bacillariophyta	Coscinodiscophyceae	Thalassiosirophycidae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	Thalassiosira antarctica
TARA_PSW_86_MAG_00287	.	.	.	Haptophyceae	.	Prymnesiales	Prymnesiaceae	Prymnesium	Prymnesium polylepis
TARA_PON_109_MAG_00232	.	.	.	Haptophyceae	.	Prymnesiales	Prymnesiaceae	Prymnesium	Chrysochromulina rotalis
TARA_MED_95_MAG_00469	.	.	.	Haptophyceae	.	Prymnesiales	Prymnesiaceae	Haptolina	Chrysochromulina rotalis
TARA_MED_95_MAG_00453	.	.	.	Haptophyceae	.	Phaeocystales	Phaeocystaceae	Phaeocystis	Phaeocystis antarctica
TARA_AOS_82_MAG_00181	Viridiplantae	.	Chlorophyta	Mamiellophyceae	.	Mamiellales	Mamiellaceae	Micromonas	Micromonas pusilla
TARA_AON_82_MAG_00357	Metazoa	Opisthokonta	Chordata	Mammalia	.	Rodentia	.	.	.
TARA_AON_82_MAG_00323	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Harpacticoida	Harpacticidae	Tigriopus	Tigriopus californicus
TARA_RED_19_MAG_00054	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Harpacticoida	Harpacticidae	Tigriopus	Tigriopus californicus
TARA_ARC_108_MAG_00063	Viridiplantae	.	Chlorophyta	Mamiellophyceae	.	Mamiellales	Mamiellaceae	Micromonas	Micromonas pusilla
TARA_AON_82_MAG_00159	.	.	Bacillariophyta	Bacillariophyceae	.	Bacillariales	Bacillariaceae	Cylindrotheca	Cylindrotheca closterium
TARA_MED_95_MAG_00417	.	Sar	Bacillariophyta	Dictyochophyceae	.	Florenciellales	.	Florenciella	Florenciella parvula
TARA_PSW_86_MAG_00304	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Harpacticoida	Harpacticidae	Tigriopus	Tigriopus californicus
TARA_PSE_93_MAG_00265	Metazoa	Opisthokonta	Arthropoda	Branchiopoda	Phyllopoda	Diplostraca	Daphniidae	Daphnia	Daphnia magna
TARA_AOS_82_MAG_00165	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis
TARA_SOC_28_MAG_00067	.	.	.	Haptophyceae	.	Phaeocystales	Phaeocystaceae	Phaeocystis	Phaeocystis antarctica
TARA_ARC_108_MAG_00307	Metazoa	Opisthokonta	Echinodermata	Asteroidea	Euechinoidea	Valvatida	Acanthasteridae	Acanthaster	Acanthaster planci
TARA_AOS_82_MAG_00158	.	.	.	Haptophyceae	.	Prymnesiales	Prymnesiaceae	Prymnesium	Prymnesium polylepis
TARA_RED_19_MAG_00047	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis
TARA_AOS_82_MAG_00032	Viridiplantae	.	Chlorophyta	.	.	.	Pycnococcaceae	Pycnococcus	.
TARA_AOS_82_MAG_00168	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Harpacticoida	Harpacticidae	Tigriopus	Tigriopus californicus
TARA_ARC_108_MAG_00285	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	.	.	.
TARA_PSW_86_MAG_00316	.	.	.	Dinophyceae	.	Gonyaulacales	Gonyaulacaceae	Alexandrium	Lingulodinium polyedra
TARA_PSW_86_MAG_00280	.	.	.	Haptophyceae	.	Prymnesiales	Prymnesiaceae	Chrysochromulina	Chrysochromulina rotalis
TARA_MED_95_MAG_00437	.	Sar	.	Dinophyceae	.	Gonyaulacales	Gonyaulacaceae	Alexandrium	.
TARA_ARC_108_MAG_00315	.	.	.	Haptophyceae	.	Prymnesiales	Prymnesiaceae	Haptolina	Chrysochromulina rotalis
TARA_ARC_108_MAG_00261	.	.	Bacillariophyta	Chrysophyceae	.	Chromulinales	Chromulinaceae	Dinobryon	Spumella elongata
TARA_AON_82_MAG_00345	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis
TARA_AON_82_MAG_00341	.	.	.	Haptophyceae	.	Prymnesiales	Prymnesiaceae	Haptolina	Chrysochromulina rotalis
TARA_ARC_108_MAG_00306	.	Sar	Ciliophora	Oligohymenophorea	Scuticociliatia	Hymenostomatida	Tetrahymenidae	Tetrahymena	Tetrahymena thermophila
TARA_ION_45_MAG_00156	Viridiplantae	.	Chlorophyta	Chlorodendrophyceae	.	Chlorodendrales	Chlorodendraceae	Tetraselmis	Tetraselmis striata
TARA_IOS_50_MAG_00127	.	.	.	Pelagophyceae	.	Pelagomonadales	.	Aureococcus	Aureococcus anophagefferens
TARA_ARC_108_MAG_00240	Metazoa	Opisthokonta	Chordata	Choanoflagellata	.	Acanthoecida	Acanthoecidae	Acanthoeca	Salpingoeca rosetta
TARA_ION_45_MAG_00198	Metazoa	Opisthokonta	Chordata	Mammalia	.	Rodentia	.	.	.
Metagenome_centric_SAG_TOSAG39_1	.	Sar	Cercozoa	Chlorarachniophyceae	.	Plasmodiophorida	Plasmodiophoridae	Lotharella	Plasmodiophora brassicae
TARA_PON_109_MAG_00250	.	.	.	Haptophyceae	.	Phaeocystales	Phaeocystaceae	Phaeocystis	Phaeocystis antarctica
TARA_AON_82_MAG_00274	.	.	.	Pelagophyceae	.	Pelagomonadales	.	Aureococcus	Aureococcus anophagefferens
TARA_ARC_108_MAG_00268	.	.	.	Haptophyceae	.	Phaeocystales	Phaeocystaceae	Phaeocystis	Phaeocystis antarctica
TARA_MED_95_MAG_00514	.	Sar	Ciliophora	Spirotrichea	Choreotrichia	Tintinnida	Oxytrichidae	Schmidingerella	Schmidingerella taraikaensis
TARA_AON_82_MAG_00298	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis
TARA_ARC_108_MAG_00233	Viridiplantae	.	Chlorophyta	Mamiellophyceae	.	Mamiellales	Mamiellaceae	Micromonas	Micromonas pusilla
TARA_MED_95_MAG_00428	.	.	.	Chrysophyceae	.	Chromulinales	Paraphysomonadaceae	Paraphysomonas	Paraphysomonas bandaiensis
TARA_ARC_108_MAG_00293	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis
TARA_ARC_108_MAG_00238	.	Sar	Bacillariophyta	Bacillariophyceae	.	Bacillariales	Bacillariaceae	Cylindrotheca	Cylindrotheca closterium
TARA_MED_95_MAG_00450	Metazoa	Opisthokonta	Chordata	Mammalia	.	Rodentia	.	.	.
TARA_AOS_82_MAG_00045	.	.	.	Pelagophyceae	.	Pelagomonadales	.	Pelagomonas	Pelagomonas calceolata
TARA_PSE_93_MAG_00222	Metazoa	Opisthokonta	Chordata	Mammalia	.	.	.	.	.
TARA_PON_109_MAG_00221	.	.	.	Pelagophyceae	.	Pelagomonadales	.	Aureococcus	Aureococcus anophagefferens
TARA_MED_95_MAG_00462	Viridiplantae	.	Chlorophyta	Mamiellophyceae	.	Mamiellales	Bathycoccaceae	Dolichomastix	Dolichomastix tenuilepis
TARA_PSE_93_MAG_00254	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis
TARA_AON_82_MAG_00286	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis
TARA_AON_82_MAG_00283	.	.	.	Haptophyceae	.	Prymnesiales	Prymnesiaceae	Haptolina	Chrysochromulina rotalis
TARA_AOS_82_MAG_00129	.	.	.	Pelagophyceae	.	Pelagomonadales	.	Aureococcus	Aureococcus anophagefferens
TARA_AON_82_MAG_00304	.	Sar	.	Dinophyceae	.	Gonyaulacales	Gonyaulacaceae	Alexandrium	.
TARA_ARC_108_MAG_00283	.	Sar	Ciliophora	Oligohymenophorea	Scuticociliatia	Hymenostomatida	Tetrahymenidae	Tetrahymena	Tetrahymena thermophila
TARA_AON_82_MAG_00328	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Hymenoptera	Formicidae	.	.
TARA_AON_82_MAG_00318	.	.	.	Haptophyceae	.	Phaeocystales	Phaeocystaceae	Phaeocystis	Phaeocystis antarctica
TARA_RED_19_MAG_00007	Viridiplantae	.	Chlorophyta	Mamiellophyceae	.	Mamiellales	Bathycoccaceae	Ostreococcus	Ostreococcus sp. 'lucimarinus'
TARA_IOS_50_MAG_00098	.	Sar	Bacillariophyta	Coscinodiscophyceae	.	.	.	.	.
TARA_ARC_108_MAG_00256	.	.	Bacillariophyta	Dictyochophyceae	.	Pedinellales	.	Pseudopedinella	Pseudopedinella elastica
TARA_ARC_108_MAG_00270	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Harpacticoida	Harpacticidae	Tigriopus	Tigriopus californicus
TARA_ARC_108_MAG_00284	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Harpacticoida	Harpacticidae	Tigriopus	Tigriopus californicus
TARA_PON_109_MAG_00226	Viridiplantae	.	Chlorophyta	Mamiellophyceae	.	Dolichomastigales	Mamiellaceae	Dolichomastix	Dolichomastix tenuilepis
TARA_PSE_93_MAG_00242	Metazoa	Opisthokonta	Chordata	Ascidiacea	Neopterygii	Phlebobranchia	Cionidae	Ciona	Ciona intestinalis
TARA_AOS_82_MAG_00142	.	.	.	Haptophyceae	.	Prymnesiales	Prymnesiaceae	Prymnesium	Prymnesium polylepis
TARA_MED_95_MAG_00403	.	.	.	Haptophyceae	.	Phaeocystales	Phaeocystaceae	Phaeocystis	Phaeocystis antarctica
